,file,parsed,entities,labels,position_start,position_end,has_terms
PMC7845673,C:\Users\shweata\dictionary\ethics_statement_project\e_cancer_clinical_trial_50\PMC7845673\sections\1_body\3_methods_and_analysis\2_eligibility_criteria\5_study_types\1_p.xml,"Randomised controlled trials; non-randomised controlled studies (using strategies of non-random allocation for assigning interventions) and observational studies (with control group) will be eligible for the scoping review. We will not consider single arm studies. Due to a missing control group within this study design. The reason for this exclusion is that studies without a control group provide no reliable data to estimate comparative effectiveness and will, therefore, not be useful for the planned randomised trial. Furthermore, review articles, clinical guidelines and work that has not been peer-reviewed (eg, thesis, editorials, letters, comments) will be excluded.","[Randomised controlled trials, non-randomised controlled studies, strategies, non-random allocation, interventions, observational studies, control group, scoping review, single arm studies, control group, study, design, exclusion, studies, control group, data, comparative effectiveness, planned, randomised trial, review, articles, clinical guidelines, thesis, editorials, letters, comments]","['ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY']","[0, 30, 71, 85, 121, 140, 168, 208, 245, 282, 308, 314, 342, 360, 378, 412, 429, 498, 506, 537, 544, 554, 620, 628, 640, 649]","[28, 63, 81, 106, 134, 161, 181, 222, 263, 295, 313, 320, 351, 367, 391, 416, 454, 505, 522, 543, 552, 573, 626, 638, 647, 657]",False
PMC7852634,C:\Users\shweata\dictionary\ethics_statement_project\e_cancer_clinical_trial_50\PMC7852634\sections\1_body\6_article_highlights\7_research_perspectives\1_p.xml,A multicenter study with a large sample size is needed. Accurate metrological data is needed.,"[multicenter study, sample size, metrological, data]","['ENTITY', 'ENTITY', 'ENTITY', 'ENTITY']","[2, 33, 65, 78]","[19, 44, 77, 82]",False
PMC7863429,C:\Users\shweata\dictionary\ethics_statement_project\e_cancer_clinical_trial_50\PMC7863429\sections\1_body\1_methods_design\6_interventions_treatments\2_arm_b\1_p.xml,"In the Control group (without SBRT), palliative radiotherapy on bone metastases is allowed if necessary (pain, fracture, spinal cord compression …).","[Control group, SBRT, palliative radiotherapy, bone metastases, pain, fracture, spinal cord compression]","['ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY']","[7, 30, 37, 64, 105, 111, 121]","[20, 34, 60, 79, 109, 119, 144]",False
PMC7870244,C:\Users\shweata\dictionary\ethics_statement_project\e_cancer_clinical_trial_50\PMC7870244\sections\1_body\1_study_protocol\10_evaluation_and_management\9_p.xml,Where T1 and T0 are timepoints of the measurement.,"[T1, T0, timepoints, measurement]","['ENTITY', 'ENTITY', 'ENTITY', 'ENTITY']","[6, 13, 20, 38]","[8, 15, 30, 49]",False
PMC7871775,C:\Users\shweata\dictionary\ethics_statement_project\e_cancer_clinical_trial_50\PMC7871775\sections\1_body\5_treatment_protocol_and_fo\4_pilot_study_on_emr_data_r\1_p.xml,"The EMR domains selected for the pilot study were purposely chosen to be generic and applicable to future clinical studies (eg, health care or hospital encounters, demographics, medications, labs, prior medical, or surgical diagnoses). This component of the trial is intended to explore new methods of data acquisition that may expand central monitoring capabilities and improve the efficiency of site monitoring by reducing or eliminating the requirement to perform on-site or remote source data verification. The pilot will also explore whether EMR data can replace manual transcription of study data into the clinical database for selected fields. For this study, all data will also be manually entered by site personnel into a conventional electronic data capture system for regulatory purposes and to allow for comparisons.","[EMR, domains, pilot study, generic, clinical studies, health care, hospital encounters, demographics, medications, labs, medical, surgical diagnoses, trial, methods, data acquisition, central monitoring, capabilities, improve, efficiency, site, monitoring, reducing, requirement, on-site, remote, data, verification, pilot, EMR, data, manual, transcription, study, data, clinical database, fields, study, data, manually, entered, site personnel, electronic data capture system, regulatory purposes, comparisons]","['ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY']","[4, 8, 33, 73, 106, 128, 143, 164, 178, 191, 203, 215, 258, 291, 302, 335, 354, 371, 383, 397, 402, 416, 444, 467, 478, 492, 497, 515, 547, 551, 568, 575, 592, 598, 612, 643, 660, 671, 689, 698, 709, 744, 779, 816]","[7, 15, 44, 80, 122, 139, 162, 176, 189, 195, 210, 233, 263, 298, 318, 353, 366, 378, 393, 401, 412, 424, 455, 474, 484, 496, 509, 520, 550, 555, 574, 588, 597, 602, 629, 649, 665, 675, 697, 705, 723, 774, 798, 827]",False
PMC7886100,C:\Users\shweata\dictionary\ethics_statement_project\e_cancer_clinical_trial_50\PMC7886100\sections\2_back\0_disclosure\1_p.xml,We declare that we do not have any commercial or associative interest that represents a conflict of interest in connection with the work submitted. And informed consents have been obtained from all patients included in this trial.,"[declare, commercial, conflict, connection, work submitted, informed, consents, patients, trial]","['ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY']","[3, 35, 88, 112, 132, 152, 161, 198, 224]","[10, 45, 96, 122, 146, 160, 169, 206, 229]",True
PMC7899845,C:\Users\shweata\dictionary\ethics_statement_project\e_cancer_clinical_trial_50\PMC7899845\sections\1_body\4_author_contributions\9_p.xml,"
 ",[],[],[],[],False
PMC7906827,C:\Users\shweata\dictionary\ethics_statement_project\e_cancer_clinical_trial_50\PMC7906827\sections\1_body\3_discussion\1_p.xml,"In a middle-aged and elderly population in the Netherlands from predominantly West-European descent, we found that 97% of this population would be eligible to participate in any of the nine currently ongoing vaccine trials against SARS-CoV-2. For persons at high-risk of severe COVID-19, the eligibility for any trial was 96%. Importantly, applying stricter exclusion based on the criterion ‘acute’ or ‘unstable preexisting’ disease drastically reduced the eligibility for any trial to 43% of the entire study population and 36% of the high-risk individuals.","[middle-aged, elderly population, Netherlands, West-European descent, population, participate, vaccine, SARS-CoV-2, persons, high-risk, severe, COVID-19, eligibility, trial, stricter exclusion, criterion, acute’, disease, reduced, eligibility, study population, high-risk, individuals]","['ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY']","[5, 21, 47, 78, 127, 159, 208, 231, 247, 258, 271, 278, 292, 312, 349, 381, 392, 425, 445, 457, 504, 536, 546]","[16, 39, 58, 99, 137, 170, 215, 241, 254, 267, 277, 286, 303, 317, 367, 390, 398, 432, 452, 468, 520, 545, 557]",False
PMC7908724,C:\Users\shweata\dictionary\ethics_statement_project\e_cancer_clinical_trial_50\PMC7908724\sections\1_body\1_methods\5_data_analysis\2_qualitative_data\1_p.xml,"A phenomenological hermeneutical approach, with a focus on the essence and the underlying meaning in the lived experience of receiving RT, will be applied [
 ","[phenomenological, essence, lived, experience, RT]","['ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY']","[2, 63, 105, 111, 135]","[18, 70, 110, 121, 137]",False
PMC7908915,C:\Users\shweata\dictionary\ethics_statement_project\e_cancer_clinical_trial_50\PMC7908915\sections\1_body\4_eligibility\5_trial_treatment\1_control_arm__soc_\1_p.xml,"SOC systemic treatment regimen is determined by the treating clinician and will be declared upfront prior to randomisation. The decision as to which SOC systemic treatment is initiated should be made with reference to the current National Institute for Health and Care Excellence (NICE) and regional National Health Service (NHS) clinically commissioned guidelines.
 ","[SOC, systemic, regimen, treating, clinician, upfront, randomisation, decision, SOC, systemic treatment, National Institute for Health and Care Excellence, NICE, regional, National Health Service, NHS, guidelines]","['ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY']","[0, 4, 23, 52, 61, 92, 109, 128, 149, 153, 230, 281, 291, 300, 325, 354]","[3, 12, 30, 60, 70, 99, 122, 136, 152, 171, 279, 285, 299, 323, 328, 364]",False
PMC7923597,C:\Users\shweata\dictionary\ethics_statement_project\e_cancer_clinical_trial_50\PMC7923597\sections\1_body\2_results\3_survival_and_recurrence\1_p.xml,"The follow-up time ranged from 36 to 48 months (median: 37 months). 3-year overall survival rate of the whole cohort was 92, 87.9% in experimental group and 100% in control group respectively (
 ","[follow-up, months, median, months, overall, survival rate, whole cohort, experimental group, control group]","['ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY']","[4, 40, 48, 59, 75, 83, 104, 134, 165]","[13, 46, 54, 65, 82, 96, 116, 152, 178]",False
PMC7925935,C:\Users\shweata\dictionary\ethics_statement_project\e_cancer_clinical_trial_50\PMC7925935\sections\1_body\4_methods_and_analysis\4_interventions\3_software_based_fusion_tar\1_p.xml,"The software-based fusion-targeted biopsy will be performed with the MIM symphony software by taking two-dimensional mpMRI images to create a three-dimensional map then be fused with the ultrasound images. Each suspicious area with a PI-RADS score equal to or more than 3 will be performed a three-core biopsy by one urologist, which will be followed with a 20-region template-guided biopsy by another. Also, whoever performs the targeted biopsy will be randomised.","[software-based fusion-targeted biopsy, MIM symphony, two-dimensional, mpMRI, images, three-dimensional map, fused, ultrasound images, PI-RADS, score, three-core biopsy, urologist, template-guided biopsy, whoever, targeted biopsy, randomised]","['ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY']","[4, 69, 101, 117, 123, 142, 172, 187, 234, 242, 292, 317, 368, 409, 430, 454]","[41, 81, 116, 122, 129, 163, 177, 204, 241, 247, 309, 326, 390, 416, 445, 464]",False
PMC7937420,C:\Users\shweata\dictionary\ethics_statement_project\e_cancer_clinical_trial_50\PMC7937420\sections\1_body\2_results\5_postoperative_chemotherap\1_p.xml,"Postoperative adjuvant chemotherapy with S-1 was administered to 27 of the 29 patients who underwent R0 resection. Two patients with R0 resection and 1 with R1 refused additional treatment (
 ","[Postoperative adjuvant, S-1, administered, patients, R0 resection, patients, R0 resection, R1 refused, treatment]","['ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY']","[0, 41, 49, 78, 101, 119, 133, 157, 179]","[22, 44, 61, 86, 113, 127, 145, 167, 188]",False
PMC7941711,C:\Users\shweata\dictionary\ethics_statement_project\e_cancer_clinical_trial_50\PMC7941711\sections\1_body\1_methods_design\5_statistical_design_and_sa\1_p.xml,"This aim of this study is to estimate the 2 year relapse-free survival rate (RFS) for each study arm with sufficient clinical precision. The statistical comparison of the difference in RFS between the two arms is not a primary aim. We designed the sample size to estimate the 2-year-RFS with the accuracy determined to be the width of the 95% confidence interval for the 2 year-RFS to be less than 20%. The 2-year RFS was expected to be 65%. Assuming an estimate at the 95% confidence interval for the 2 year-RFS with the Wilson’s method, 84 patients are necessary for each arm. Estimating around 10% drop outs, we set the total number of patients to be 190. The above sample size was set to assure the statistical power to quantitatively compare the primary point between the arms. The primary goal of this study is to evaluate the clinical significance of the S1 monotherapy by integrating the observed data of the RFSs, QOL and adverse events of the two arms.","[study, estimate, relapse-free survival rate, RFS, study arm, clinical precision, statistical, comparison, difference, RFS, arms, sample size, estimate, 2-year-RFS, accuracy, width, confidence interval, RFS, estimate, confidence interval, year-RFS, Wilson’s method, patients, arm, drop, outs, patients, sample size, assure, statistical power, quantitatively, compare, primary point, arms, study, evaluate, clinical significance, S1 monotherapy, data, RFSs, QOL, adverse events, arms]","['ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY']","[17, 29, 49, 77, 91, 117, 141, 153, 171, 185, 205, 248, 263, 276, 296, 326, 343, 414, 454, 474, 504, 522, 542, 574, 601, 606, 639, 669, 692, 703, 724, 739, 751, 777, 808, 820, 833, 862, 905, 917, 923, 931, 957]","[22, 37, 75, 80, 100, 135, 152, 163, 181, 188, 209, 259, 271, 286, 304, 331, 362, 417, 462, 493, 512, 537, 550, 577, 605, 610, 647, 680, 698, 720, 738, 746, 764, 781, 813, 828, 854, 876, 909, 921, 926, 945, 961]",False
PMC7959195,C:\Users\shweata\dictionary\ethics_statement_project\e_cancer_clinical_trial_50\PMC7959195\sections\2_back\6_disclosure\1_p.xml,The authors declare that they have no competing interests.,"[declare, interests]","['ENTITY', 'ENTITY']","[12, 48]","[19, 57]",False
PMC7968200,C:\Users\shweata\dictionary\ethics_statement_project\e_cancer_clinical_trial_50\PMC7968200\sections\1_body\1_methods\6_statistical_analysis\1_p.xml,"The data in this study were analyzed for differences using the chi-square test or Fisher’s exact test. Differences in mean values were assessed using the Mann–Whitney U test. We used SPSS Statistics for Windows, version 19. 0 (IBM Corp., Armonk, NY, USA). 
 ","[data, study, analyzed, differences, chi-square test, Fisher’s exact test, mean values, assessed, Mann–Whitney U test, SPSS Statistics, Windows, version, IBM Corp.,, Armonk, NY, USA]","['ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY']","[4, 17, 28, 41, 63, 82, 118, 135, 154, 183, 203, 212, 227, 238, 246, 250]","[8, 22, 36, 52, 78, 101, 129, 143, 173, 198, 210, 219, 237, 244, 248, 253]",False
PMC7969308,C:\Users\shweata\dictionary\ethics_statement_project\e_cancer_clinical_trial_50\PMC7969308\sections\1_body\4_author_contributions\9_p.xml,"
 ",[],[],[],[],False
PMC7976658,C:\Users\shweata\dictionary\ethics_statement_project\e_cancer_clinical_trial_50\PMC7976658\sections\1_body\2_results\3_short_term_outcomes\1_p.xml,"Patients in the APER groups had a significantly longer length of primary hospital stay compared to LAR patients, p < 0.001. Overall, the post-operative complications rate was higher in the APER group compared to the LAR group, p = 0.028, see Table 
 ","[Patients, APER groups, length, primary hospital stay, LAR, patients, post-operative, complications, rate, APER group, LAR, group, Table 
 ]","['ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY', 'ENTITY']","[0, 16, 55, 65, 99, 103, 137, 152, 166, 189, 216, 220, 242]","[8, 27, 61, 86, 102, 111, 151, 165, 170, 199, 219, 225, 250]",False
PMC7982173,C:\Users\shweata\dictionary\ethics_statement_project\e_cancer_clinical_trial_50\PMC7982173\sections\1_body\3_author_contributions\1_p.xml,"
 ",[],[],[],[],False
