,file,parsed,entities,labels,position_start,position_end,has_terms
PMC8044765,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8044765\sections\1_body\4_ethics_statement\1_p.xml,"The studies involving human participants were reviewed and approved by the Medical Ethics Committee of the Third Affiliated Hospital of Sun Yat-sen University. Written informed consent to participate in this study was provided by the participants’ legal guardian/next of kin. Written informed consent was obtained from the participant’s next of kin for the publication of this case report, including any identifiable data or images included in this study.","[the Medical Ethics Committee, the Third Affiliated Hospital of Sun Yat-sen University]","['ORG', 'ORG']","[71, 103]","[99, 158]",False
PMC8060433,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8060433\sections\1_body\8_ethics_statement\1_p.xml,"Human research was approved by the Ethics Committee of Chengdu Second People's Hospital. The authors certify that they have obtained all appropriate patient consent forms and patients provided consent, confirming that their clinical information could be reported in journal articles.",[the Ethics Committee of Chengdu Second People's Hospital],['ORG'],[31],[87],False
PMC8060638,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8060638\sections\1_body\4_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by The ethics committee of the Second Affiliated Hospital of Soochow University. The patients/participants provided their written informed consent to participate in this study.,[the Second Affiliated Hospital of Soochow University],['ORG'],[95],[147],False
PMC8062708,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8062708\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by IMDEA Networks Ethics Committee. The patients/participants provided their written informed consent to participate in this study.,[IMDEA Networks Ethics Committee],['ORG'],[71],[102],False
PMC8062769,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8062769\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Royal Brisbane and Women's hospital human research ethics committee. The patients/participants provided their written informed consent to participate in this study.,[Royal Brisbane],['ORG'],[71],[85],False
PMC8076538,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8076538\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by the ethics committee of Teikyo University School of Medicine (TR 20-078). The patients/participants provided their written informed consent to participate in this study.,[Teikyo University School of Medicine (TR],['ORG'],[95],[135],False
PMC8079727,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8079727\sections\1_body\8_ethics_statement\1_p.xml,"The studies involving human participants were reviewed and approved by Leading ethics committee: Ethics committee of the Medical Faculty of the Ludwig Maximilians University, Munich, Germany; reference number: 17-477 and subsequently by the Ethics committee of AZ ST JAN, Brugge Oostende, Belgium, AV Ethics committee OG 065, BUN: 8049201835209 Int. Nr.2247, which required modifications of the protocol; date of final approval: May 17th, 2018. The patients/participants provided their written informed consent to participate in this study. Written informed consent was obtained from the individual(s) for the publication of any potentially identifiable images or data included in this article.","[the Medical Faculty of the Ludwig Maximilians University, Munich, Germany, 17, Ethics, AZ ST JAN, Brugge Oostende, Belgium, AV Ethics, Nr.2247, May 17th, 2018]","['ORG', 'GPE', 'GPE', 'CARDINAL', 'ORG', 'ORG', 'ORG', 'GPE', 'ORG', 'ORG', 'DATE']","[117, 175, 183, 210, 241, 261, 272, 289, 298, 350, 429]","[173, 181, 190, 212, 247, 270, 287, 296, 307, 357, 443]",False
PMC8082418,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8082418\sections\2_back\2_ethics_statement\1_p.xml,"The studies involving human participants were reviewed and approved by the Ethics Committee of 
 ","[the Ethics Committee of 
 ]",['ORG'],[71],[97],False
PMC8093509,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8093509\sections\1_body\5_ethics_statement\1_p.xml,Ethical review and approval was not required for the study on human participants in accordance with the local legislation and institutional requirements. Written informed consent for participation was not required for this study in accordance with the national legislation and the institutional requirements. The REB at the University of Toronto deemed this project a Quality Improvement (QI) project not requiring formal REB review or approval. It is thus noted that any conclusions made based on this project were not gained through research but through a quality improvement project carried out in a local context.,[the University of Toronto],['ORG'],[320],[345],False
PMC8093792,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8093792\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Comité de protection des personne Île de France III and Comité de protection des personne Île de France IV. Written informed consent for participation was not required for this study in accordance with the national legislation and the institutional requirements.,"[Comité de, Île de France III, Comité de, Île de France IV]","['ORG', 'ORG', 'ORG', 'ORG']","[71, 105, 127, 161]","[80, 122, 136, 177]",False
PMC8110698,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8110698\sections\1_body\4_ethics_statement\1_p.xml,Written informed consent was obtained from the patient for the publication of any potentially identifiable images or data included in this article.,[],[],[],[],False
PMC8112543,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8112543\sections\1_body\7_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Ethics committee of Bielefeld University. The patients/participants provided their written informed consent to participate in this study.,"[Ethics, Bielefeld University]","['ORG', 'ORG']","[71, 91]","[77, 111]",False
PMC8113621,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8113621\sections\1_body\4_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by the institutional ethics committee of Shandong Provincial Hospital affiliated to Shandong First Medical University. The patients/participants provided their written informed consent to participate in this study.,"[Shandong Provincial Hospital, Shandong First Medical University]","['ORG', 'ORG']","[109, 152]","[137, 185]",False
PMC8113695,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8113695\sections\1_body\6_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by the Medical Ethics Committee of the Xiangya Hospital and the Ethics Committee of the Third Affiliated Hospital of Soochow University. Written informed consent for participation was not required for this study in accordance with the national legislation and the institutional requirements.,"[the Medical Ethics Committee, the Xiangya Hospital, the Ethics Committee, the Third Affiliated Hospital of Soochow University]","['ORG', 'ORG', 'ORG', 'ORG']","[71, 103, 128, 152]","[99, 123, 148, 203]",False
PMC8116530,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8116530\sections\1_body\4_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Fukuoka University Hospital Ethics Committee. The patients/participants provided their written informed consent to participate in this study. Written informed consent was obtained from the individual(s) for the publication of any potentially identifiable images or data included in this article.,[Fukuoka University Hospital Ethics Committee],['ORG'],[71],[115],False
PMC8116668,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8116668\sections\1_body\6_ethics_statement\1_p.xml,"The studies involving human participants were reviewed and approved by Medical Ethics Committee of Huashan Hospital, Fudan University, Shanghai, China. The patients/participants provided their written informed consent to participate in this study.","[Medical Ethics Committee, Huashan Hospital, Fudan University, Shanghai, China]","['ORG', 'ORG', 'ORG', 'GPE', 'GPE']","[71, 99, 117, 135, 145]","[95, 115, 133, 143, 150]",False
PMC8116698,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8116698\sections\1_body\6_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Ethics Committee of First Affiliatted Hospital of Dalian Medical University. Written informed consent for participation was not required for this study in accordance with the national legislation and the institutional requirements.,"[Ethics Committee, First Affiliatted Hospital of Dalian Medical University]","['ORG', 'ORG']","[71, 91]","[87, 146]",False
PMC8117937,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8117937\sections\1_body\5_ethics_statement\1_p.xml,"The studies involving human participants were reviewed and approved by Medical Ethics Committee of our hospital. The patients/participants provided their written informed consent to participate in this study. The animal study was reviewed and approved by Ethics Committee of Xiangya Hospital, Central South University.","[Medical Ethics Committee, Ethics Committee, Xiangya Hospital, Central South University]","['ORG', 'ORG', 'ORG', 'ORG']","[71, 255, 275, 293]","[95, 271, 291, 317]",False
PMC8119626,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8119626\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Institutional Review Board Ethics Committee. Written informed consent to participate in this study was provided by the participants' legal guardian/next of kin.,[Institutional Review Board Ethics Committee],['ORG'],[71],[114],False
PMC8119993,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8119993\sections\1_body\6_ethics_statement\1_p.xml,Ethical review and approval was not required for the study on human participants in accordance with the local legislation and institutional requirements. The patients/participants provided their written informed consent to participate in this study.,[],[],[],[],False
PMC8126616,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8126616\sections\1_body\5_ethics_statement\1_p.xml,Written informed consent was obtained from the individual(s) for the publication of any potentially identifiable images or data included in this article.,[],[],[],[],False
PMC8129492,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8129492\sections\1_body\7_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Ludwig Maximilians University Munich (227-15). The patients/participants provided their written informed consent to participate in this study.,"[Ludwig Maximilians University Munich, 227]","['ORG', 'CARDINAL']","[71, 109]","[107, 112]",False
PMC8129497,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8129497\sections\1_body\7_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by The ethics committee of Seirei Hamamatsu General Hospital. The patients/participants provided their written informed consent to participate in this study.,[Seirei Hamamatsu General Hospital],['ORG'],[95],[128],False
PMC8129560,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8129560\sections\1_body\6_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Local ethics committee Goethe University. The patients/participants provided their written informed consent to participate in this study.,[Goethe University],['ORG'],[94],[111],False
PMC8131528,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8131528\sections\1_body\4_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by the Medical Ethics Committee of Xiangya Hospital Central South University. The patients/participants provided in review their written informed consent to participate in this study. Written informed consent was obtained from the individual(s) for the publication of any potentially identifiable images or data included in this article.,"[the Medical Ethics Committee, Xiangya Hospital Central South University]","['ORG', 'ORG']","[71, 103]","[99, 144]",False
PMC8131665,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8131665\sections\1_body\4_ethics_statement\1_p.xml,The animal study was reviewed and approved by Beijing Academy of Agriculture and Forestry Sciences.,[Beijing Academy of Agriculture and Forestry Sciences],['ORG'],[46],[98],False
PMC8131682,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8131682\sections\1_body\6_ethics_statement\1_p.xml,"Written informed consent was obtained from the individual (s), and minor (s)' legal guardian/next of kin, for the publication of any potentially identifiable images or data included in this article.",[],[],[],[],False
PMC8131864,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8131864\sections\1_body\7_ethics_statement\1_p.xml,The animal study was reviewed and approved by Ethics Committee of First Affiliated Hospital of Dalian Medical University.,"[Ethics Committee, Dalian Medical University]","['ORG', 'ORG']","[46, 95]","[62, 120]",False
PMC8131950,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8131950\sections\1_body\5_ethics_statement\1_p.xml,The animal study was reviewed and approved by Laval University Animal Care Committee.,[Laval University Animal Care Committee],['ORG'],[46],[84],False
PMC8134681,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8134681\sections\1_body\4_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by CHFU Ethics Committee. Written informed consent to participate in this study was provided by the participants' legal guardian/next of kin. Written informed consent was obtained from the minor(s)' legal guardian/next of kin for the publication of any potentially identifiable images or data included in this article.,[CHFU Ethics Committee],['ORG'],[71],[92],False
PMC8138036,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8138036\sections\1_body\7_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by This Study was conducted after obtaining the approval of the Institutional Review Board at the Jordan University of Science and Technology. Written informed consent for participation was not required for this study in accordance with the national legislation and the institutional requirements.,"[the Institutional Review Board, the Jordan University of Science and Technology]","['ORG', 'ORG']","[128, 162]","[158, 209]",False
PMC8138428,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8138428\sections\1_body\4_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Tangdu hospital ethics committee. The patients/participants provided their written informed consent to participate in this study. Written informed consent was obtained from the individual(s) for the publication of any potentially identifiable images or data included in this article.,[Tangdu],['GPE'],[71],[77],False
PMC8141585,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8141585\sections\1_body\6_ethics_statement\1_p.xml,The study involving human participants was reviewed and approved by the Ethics Committee of the Academic College at Wingate. Written informed consent was not provided because this was an online study. Participants filled an electronic informed consent as was approved by the Ethics Committee and as written in the manuscript.,"[the Ethics Committee of the Academic College, the Ethics Committee]","['ORG', 'ORG']","[68, 271]","[112, 291]",False
PMC8141860,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8141860\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Instituto Investigación Sanitaria Gregorio Marañón. Written informed consent to participate in this study was provided by the participants' legal guardian/next of kin. Written informed consent was obtained from the minor(s)' legal guardian/next of kin for the publication of any potentially identifiable images or data included in this article.,"[Instituto Investigación Sanitaria, Gregorio Marañón]","['ORG', 'PERSON']","[71, 105]","[104, 121]",False
PMC8144287,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8144287\sections\1_body\6_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Ethics Committee of King Fahd Armed Forces Hospital. Written informed consent for participation was not required for this study in accordance with the national legislation and the institutional requirements.,[Ethics Committee of King Fahd Armed Forces Hospital],['ORG'],[71],[122],False
PMC8144291,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8144291\sections\1_body\4_ethics_statement\1_p.xml,Ethical review and approval was not required for the study on human participants in accordance with the local legislation and institutional requirements. The patient/participant of this study provided her written informed consent for the analysis and publication of any her potentially identifiable images or data.,[],[],[],[],False
PMC8144523,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8144523\sections\1_body\5_ethics_statement\1_p.xml,Studies involving human participants were reviewed and approved by the Ethics Committee of the First Affiliated Hospital of Zhengzhou University of Henan Province. The patients/participants provided their written informed consent to participate in this study. Written informed consent was obtained from the individual(s) for the publication of any potentially identifiable images or data included in this article.,"[the Ethics Committee, the First Affiliated Hospital of Zhengzhou University of Henan Province]","['ORG', 'ORG']","[67, 91]","[87, 162]",False
PMC8149731,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8149731\sections\1_body\4_ethics_statement\1_p.xml,Ethical review and approval was not required for the study on human participants in accordance with the local legislation and institutional requirements. The patients/participants provided their written informed consent to participate in this study. Written informed consent was obtained from the individual(s) for the publication of any potentially identifiable images or data included in this article.,[],[],[],[],False
PMC8149743,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8149743\sections\1_body\4_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by The Institutional Ethics Committee of the First Affiliated Hospital of Zhejiang University School of Medicine. The patients/participants provided their written informed consent to participate in this study.,"[The Institutional Ethics Committee, the First Affiliated Hospital of Zhejiang University School of Medicine]","['ORG', 'ORG']","[71, 109]","[105, 180]",False
PMC8155348,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8155348\sections\2_back\2_ethics_statement\1_p.xml,"The studies involving human participants were reviewed and approved by National Institute for Infectious Diseases, Lazzaro Spallanzani, IRCCS, Rome, Italy. The patients/participants provided their written informed consent to participate in this study.","[National Institute for Infectious Diseases, Lazzaro Spallanzani, IRCCS, Rome, Italy]","['ORG', 'PERSON', 'GPE', 'GPE', 'GPE']","[71, 115, 136, 143, 149]","[113, 134, 141, 147, 154]",False
PMC8155492,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8155492\sections\2_back\1_ethics_statement\1_p.xml,"The studies involving human participants were reviewed and approved by the Institutional Review Board, Office of Research at Utah State University. The patients/participants provided their written informed consent to participate in this study.","[the Institutional Review Board, Office of Research, Utah State University]","['ORG', 'ORG']","[71, 125]","[121, 146]",False
PMC8160119,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8160119\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by the University of Tennessee Health Science Center. Written informed consent for participation was not required for this study in accordance with the national legislation and the institutional requirements.,[the University of Tennessee Health Science Center],['ORG'],[71],[120],False
PMC8160237,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8160237\sections\1_body\5_ethics_statement\1_p.xml,"Informed consent was obtained from 33 patients attending the new program, which was approved by the ethics committee of Oita University Faculty of Medicine, and the alternative opt-out method was applied to 44 patients attending the old program, which was approved by the ethics committee of Oita Okanoue Hospital.","[33, Oita University Faculty of Medicine, 44, Oita Okanoue Hospital]","['CARDINAL', 'ORG', 'CARDINAL', 'ORG']","[35, 120, 207, 292]","[37, 155, 209, 313]",False
PMC8160241,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8160241\sections\1_body\4_ethics_statement\1_p.xml,Written informed consent was obtained from the individual for the publication of any potentially identifiable images or data included in this article.,[],[],[],[],False
PMC8160429,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8160429\sections\1_body\5_ethics_statement\1_p.xml,Ethical review and approval was not required for the study on human participants in accordance with the local legislation and institutional requirements. Written informed consent to participate in this study was provided by the participants' legal guardian.,[],[],[],[],False
PMC8160441,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8160441\sections\2_back\1_ethics_statement\1_p.xml,Written informed consent was obtained from the individual(s) for the publication of any potentially identifiable images or data included in this article.,[],[],[],[],False
PMC8160445,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8160445\sections\1_body\6_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by the Ethics Committee of the First Affiliated Hospital of Chongqing Medical University. Written informed consent to participate in this study was provided by the participants' legal guardian/next of kin.,"[the Ethics Committee, the First Affiliated Hospital of Chongqing Medical University]","['ORG', 'ORG']","[71, 95]","[91, 156]",False
PMC8170017,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8170017\sections\1_body\6_ethics_statement\1_p.xml,"The ‘‘Sailing through Adolescence'' course was approved by the ‘‘Committee of School Curriculum Development'' of all participating schools, and was supervised by the teachers. The studies involving human participants were reviewed and approved by Ethics Committee of Taipei Hospital, Ministry of Health and Welfare (TH-IRB-0021-0001) in accordance with the national legislation and the institutional requirements.","[the ‘‘Committee of School Curriculum Development'', Ethics Committee, Taipei Hospital, Ministry of Health and Welfare, TH-IRB-0021-0001]","['EVENT', 'ORG', 'ORG', 'ORG', 'ORG']","[59, 247, 267, 284, 316]","[109, 263, 282, 314, 332]",False
PMC8170022,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8170022\sections\1_body\3_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Penn State Office for Research Protections. The patients/participants provided their written informed consent to participate in this study.,[Penn State Office for Research Protections],['ORG'],[71],[113],False
