,file,parsed,entities,labels,position_start,position_end,has_terms
PMC8075349,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_30\PMC8075349\sections\1_body\9_conflict_of_interest\1_p.xml,The authors declare that the research was conducted in the absence of any commercial or financial relationships that could be construed as a potential conflict of interest.,[],[],[],[],False
PMC8092438,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_30\PMC8092438\sections\2_back\0_supplementary_material\1_p.xml,"The Supplementary Material for this article can be found online at: 
 ",[],[],[],[],False
PMC8100436,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_30\PMC8100436\sections\1_body\7_conflict_of_interest\1_p.xml,The authors declare that the research was conducted in the absence of any commercial or financial relationships that could be construed as a potential conflict of interest.,[],[],[],[],False
PMC8101326,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_30\PMC8101326\sections\2_back\2_abbreviations\1_p.xml,"CC, colon cancer; RT-qPCR, real-time quantitative polymerase chain reaction; LASSO, least absolute shrinkage and selection operator; miRNAs, microRNAs; DE, Differentially expressed; SVM, Support vector machine; ROC, Receiver operator characteristic; AUC, area under the curve.","[LASSO, DE, SVM, Support, ROC, AUC]","['ORG', 'ORG', 'ORG', 'ORG', 'GPE', 'ORG']","[77, 152, 182, 187, 211, 250]","[82, 154, 185, 194, 214, 253]",False
PMC8110698,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_30\PMC8110698\sections\1_body\6_conflict_of_interest\1_p.xml,The authors declare that the research was conducted in the absence of any commercial or financial relationships that could be construed as a potential conflict of interest.,[],[],[],[],False
PMC8113756,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_30\PMC8113756\sections\1_body\6_conflict_of_interest\1_p.xml,The authors declare that the research was conducted in the absence of any commercial or financial relationships that could be construed as a potential conflict of interest.,[],[],[],[],False
PMC8129497,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_30\PMC8129497\sections\1_body\9_conflict_of_interest\1_p.xml,The authors declare that the research was conducted in the absence of any commercial or financial relationships that could be construed as a potential conflict of interest.,[],[],[],[],False
PMC8129560,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_30\PMC8129560\sections\1_body\8_conflict_of_interest\1_p.xml,The authors declare that the research was conducted in the absence of any commercial or financial relationships that could be construed as a potential conflict of interest.,[],[],[],[],False
PMC8134681,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_30\PMC8134681\sections\1_body\6_conflict_of_interest\1_p.xml,The authors declare that the research was conducted in the absence of any commercial or financial relationships that could be construed as a potential conflict of interest.,[],[],[],[],False
PMC8134684,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_30\PMC8134684\sections\2_back\0_supplementary_material\1_p.xml,"The Supplementary Material for this article can be found online at: 
 ",[],[],[],[],False
PMC8136432,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_30\PMC8136432\sections\1_body\9_conflict_of_interest\1_p.xml,"JS declares previous honoraria for speaking at educational events from Sanofi, Jazz, Janssen, Actelion, Mallinckrodt and Gilead, and is a member of a trial IDMC for Kiadis Pharma (none directly related to the subject of this analysis).","[JS, Kiadis]","['ORG', 'ORG']","[0, 165]","[2, 171]",False
PMC8138029,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_30\PMC8138029\sections\1_body\6_conflict_of_interest\1_p.xml,The author declares that the research was conducted in the absence of any commercial or financial relationships that could be construed as a potential conflict of interest.,[],[],[],[],False
PMC8138425,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_30\PMC8138425\sections\2_back\0_supplementary_material\1_p.xml,"The Supplementary Material for this article can be found online at: 
 ",[],[],[],[],False
PMC8143974,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_30\PMC8143974\sections\2_back\0_supplementary_material\1_p.xml,"The Supplementary Material for this article can be found online at: 
 ",[],[],[],[],False
PMC8144287,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_30\PMC8144287\sections\2_back\0_supplementary_material\1_p.xml,"The Supplementary Material for this article can be found online at: 
 ",[],[],[],[],False
PMC8149743,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_30\PMC8149743\sections\2_back\1_supplementary_material\1_p.xml,"The Supplementary Material for this article can be found online at: 
 ",[],[],[],[],False
PMC8149898,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_30\PMC8149898\sections\2_back\2_supplementary_material\1_p.xml,"The Supplementary Material for this article can be found online at: 
 ",[],[],[],[],False
PMC8160237,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_30\PMC8160237\sections\1_body\7_conflict_of_interest\1_p.xml,The authors declare that the research was conducted in the absence of any commercial or financial relationships that could be construed as a potential conflict of interest.,[],[],[],[],False
PMC8172783,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_30\PMC8172783\sections\1_body\7_conflict_of_interest\1_p.xml,The authors declare that the research was conducted in the absence of any commercial or financial relationships that could be construed as a potential conflict of interest.,[],[],[],[],False
PMC8173221,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_30\PMC8173221\sections\1_body\7_conflict_of_interest\1_p.xml,The authors declare that the research was conducted in the absence of any commercial or financial relationships that could be construed as a potential conflict of interest.,[],[],[],[],False
PMC8175661,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_30\PMC8175661\sections\1_body\7_conflict_of_interest\1_p.xml,The authors declare that the research was conducted in the absence of any commercial or financial relationships that could be construed as a potential conflict of interest.,[],[],[],[],False
PMC8176203,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_30\PMC8176203\sections\1_body\9_author_s_note\1_p.xml,"The authors have read the CARE Checklist (2016), and the manuscript was prepared and revised according to the CARE Checklist (2016).","[the CARE Checklist, 2016, the CARE Checklist, 2016]","['ORG', 'DATE', 'ORG', 'DATE']","[22, 42, 106, 126]","[40, 46, 124, 130]",False
PMC8176860,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_30\PMC8176860\sections\2_back\1_abbreviations\1_p.xml,"COAD, colon adenocarcinoma; CRC, colorectal carcinoma; DE-TFs, differentially expressed TFs; FDR, false discovery rate; GSEA, gene set enrichment analysis; GO, gene ontology; KEGG, Kyoto encyclopedia of genes and genomes; NES, normalized enrichment score; READ, rectal adenocarcinoma; STEM, short time-series expression miner; TFs, transcription factors; WGCNA, weighted gene co-expression network analysis.","[CRC, DE-TFs, FDR, KEGG, Kyoto, NES, STEM, WGCNA]","['ORG', 'ORG', 'PERSON', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG']","[28, 55, 93, 175, 181, 222, 285, 355]","[31, 61, 96, 179, 186, 225, 289, 360]",False
PMC8177047,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_30\PMC8177047\sections\1_body\4_data_availability_stateme\1_p.xml,"The data that support the findings of this study are available, upon reasonable request from the corresponding author, if in accordance with the institution's data security regulations.",[],[],[],[],False
PMC8177669,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_30\PMC8177669\sections\1_body\6_conflict_of_interest\1_p.xml,The authors declare that the research was conducted in the absence of any commercial or financial relationships that could be construed as a potential conflict of interest.,[],[],[],[],False
PMC8177695,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_30\PMC8177695\sections\1_body\7_conflict_of_interest\1_p.xml,The authors declare that the research was conducted in the absence of any commercial or financial relationships that could be construed as a potential conflict of interest.,[],[],[],[],False
PMC8180599,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_30\PMC8180599\sections\2_back\0_supplementary_material\1_p.xml,"The Supplementary Material for this article can be found online at: 
 ",[],[],[],[],False
PMC8183571,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_30\PMC8183571\sections\2_back\1_supplementary_material\1_p.xml,"The Supplementary Material for this article can be found online at: 
 ",[],[],[],[],False
PMC8183679,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_30\PMC8183679\sections\1_body\7_conflict_of_interest\1_p.xml,The authors declare that the research was conducted in the absence of any commercial or financial relationships that could be construed as a potential conflict of interest.,[],[],[],[],False
PMC8185018,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_30\PMC8185018\sections\1_body\8_conflict_of_interest\1_p.xml,The authors declare that the research was conducted in the absence of any commercial or financial relationships that could be construed as a potential conflict of interest.,[],[],[],[],False
PMC8185063,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_30\PMC8185063\sections\1_body\6_conflict_of_interest\1_p.xml,The authors declare that the research was conducted in the absence of any commercial or financial relationships that could be construed as a potential conflict of interest.,[],[],[],[],False
PMC8187587,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_30\PMC8187587\sections\1_body\8_conflict_of_interest\1_p.xml,"HS is a shareholder of MoleMap NZ Limited and e-derm consult GmbH, undertakes regular teledermatological reporting for both companies, and Medical Consultant for Canfield Scientific Inc., Revenio Research Oy and also a Medical Advisor for First Derm. The remaining authors declare that the research was conducted in the absence of any commercial or financial relationships that could be construed as a potential conflict of interest.","[HS, MoleMap NZ Limited, Canfield Scientific Inc., Revenio Research Oy]","['ORG', 'ORG', 'ORG', 'PERSON']","[0, 23, 162, 188]","[2, 41, 186, 207]",False
PMC8192690,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_30\PMC8192690\sections\1_body\6_conflict_of_interest\1_p.xml,The authors declare that the research was conducted in the absence of any commercial or financial relationships that could be construed as a potential conflict of interest.,[],[],[],[],False
PMC8192969,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_30\PMC8192969\sections\1_body\6_conflict_of_interest\1_p.xml,The authors declare that the research was conducted in the absence of any commercial or financial relationships that could be construed as a potential conflict of interest.,[],[],[],[],False
PMC8192975,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_30\PMC8192975\sections\2_back\3_supplementary_material\1_p.xml,"The Supplementary Material for this article can be found online at: 
 ",[],[],[],[],False
PMC8193032,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_30\PMC8193032\sections\1_body\7_conflict_of_interest\1_p.xml,The authors declare that the research was conducted in the absence of any commercial or financial relationships that could be construed as a potential conflict of interest.,[],[],[],[],False
PMC8193050,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_30\PMC8193050\sections\2_back\1_supplementary_material\1_p.xml,"The Supplementary Material for this article can be found online at: 
 ",[],[],[],[],False
PMC8193356,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_30\PMC8193356\sections\1_body\8_conflict_of_interest\1_p.xml,The authors declare that the research was conducted in the absence of any commercial or financial relationships that could be construed as a potential conflict of interest.,[],[],[],[],False
PMC8194346,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_30\PMC8194346\sections\2_back\1_abbreviations\1_p.xml,"PD-1, programmed cell death-1; RCC, renal cell carcinoma; CIK, cytokine-induced killer; PET-CT, positron emission tomography-CT.","[CIK, PET-CT]","['ORG', 'ORG']","[58, 88]","[61, 94]",False
PMC8200661,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_30\PMC8200661\sections\1_body\8_conflict_of_interest\1_p.xml,The authors declare that the research was conducted in the absence of any commercial or financial relationships that could be construed as a potential conflict of interest.,[],[],[],[],False
PMC8204719,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_30\PMC8204719\sections\1_body\9_conflict_of_interest\1_p.xml,The authors declare that the research was conducted in the absence of any commercial or financial relationships that could be construed as a potential conflict of interest.,[],[],[],[],False
PMC8204743,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_30\PMC8204743\sections\1_body\7_conflict_of_interest\1_p.xml,The authors declare that the research was conducted in the absence of any commercial or financial relationships that could be construed as a potential conflict of interest.,[],[],[],[],False
PMC8206642,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_30\PMC8206642\sections\2_back\2_supplementary_material\1_p.xml,"The Supplementary Material for this article can be found online at: 
 ",[],[],[],[],False
PMC8209326,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_30\PMC8209326\sections\2_back\6_supplementary_material\1_p.xml,"The Supplementary Material for this article can be found online at: 
 ",[],[],[],[],False
PMC8209376,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_30\PMC8209376\sections\1_body\7_conflict_of_interest\1_p.xml,The authors declare that the research was conducted in the absence of any commercial or financial relationships that could be construed as a potential conflict of interest.,[],[],[],[],False
PMC8211758,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_30\PMC8211758\sections\1_body\8_conflict_of_interest\1_p.xml,The authors declare that the research was conducted in the absence of any commercial or financial relationships that could be construed as a potential conflict of interest.,[],[],[],[],False
PMC8212021,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_30\PMC8212021\sections\2_back\2_supplementary_material\1_p.xml,"The Supplementary Material for this article can be found online at: 
 ",[],[],[],[],False
PMC8212055,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_30\PMC8212055\sections\2_back\1_supplementary_material\1_p.xml,"The Supplementary Material for this article can be found online at: 
 ",[],[],[],[],False
PMC8212968,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_30\PMC8212968\sections\2_back\1_supplementary_material\1_p.xml,"The Supplementary Material for this article can be found online at: 
 ",[],[],[],[],False
PMC8215695,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_30\PMC8215695\sections\1_body\1_p.xml,A correction has been made:,[],[],[],[],False
