,file,parsed,entities,labels,position_start,position_end,has_terms
PMC8155492,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8155492\sections\2_back\1_ethics_statement\1_p.xml,"The studies involving human participants were reviewed and approved by the Institutional Review Board, Office of Research at Utah State University. The patients/participants provided their written informed consent to participate in this study.","[the Institutional Review Board, Office of Research, Utah State University]","['ORG', 'ORG']","[71, 125]","[121, 146]",True
PMC8160119,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8160119\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by the University of Tennessee Health Science Center. Written informed consent for participation was not required for this study in accordance with the national legislation and the institutional requirements.,[the University of Tennessee Health Science Center],['ORG'],[71],[120],True
PMC8160237,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8160237\sections\1_body\5_ethics_statement\1_p.xml,"Informed consent was obtained from 33 patients attending the new program, which was approved by the ethics committee of Oita University Faculty of Medicine, and the alternative opt-out method was applied to 44 patients attending the old program, which was approved by the ethics committee of Oita Okanoue Hospital.","[33, Oita University Faculty of Medicine, 44, Oita Okanoue Hospital]","['CARDINAL', 'ORG', 'CARDINAL', 'ORG']","[35, 120, 207, 292]","[37, 155, 209, 313]",True
PMC8160241,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8160241\sections\1_body\4_ethics_statement\1_p.xml,Written informed consent was obtained from the individual for the publication of any potentially identifiable images or data included in this article.,[],[],[],[],True
PMC8160429,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8160429\sections\1_body\5_ethics_statement\1_p.xml,Ethical review and approval was not required for the study on human participants in accordance with the local legislation and institutional requirements. Written informed consent to participate in this study was provided by the participants' legal guardian.,[],[],[],[],True
PMC8160441,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8160441\sections\2_back\1_ethics_statement\1_p.xml,Written informed consent was obtained from the individual(s) for the publication of any potentially identifiable images or data included in this article.,[],[],[],[],True
PMC8160445,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8160445\sections\1_body\6_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by the Ethics Committee of the First Affiliated Hospital of Chongqing Medical University. Written informed consent to participate in this study was provided by the participants' legal guardian/next of kin.,"[the Ethics Committee, the First Affiliated Hospital of Chongqing Medical University]","['ORG', 'ORG']","[71, 95]","[91, 156]",True
PMC8170017,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8170017\sections\1_body\6_ethics_statement\1_p.xml,"The ‘‘Sailing through Adolescence'' course was approved by the ‘‘Committee of School Curriculum Development'' of all participating schools, and was supervised by the teachers. The studies involving human participants were reviewed and approved by Ethics Committee of Taipei Hospital, Ministry of Health and Welfare (TH-IRB-0021-0001) in accordance with the national legislation and the institutional requirements.","[the ‘‘Committee of School Curriculum Development'', Ethics Committee, Taipei Hospital, Ministry of Health and Welfare, TH-IRB-0021-0001]","['EVENT', 'ORG', 'ORG', 'ORG', 'ORG']","[59, 247, 267, 284, 316]","[109, 263, 282, 314, 332]",True
PMC8170022,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8170022\sections\1_body\3_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Penn State Office for Research Protections. The patients/participants provided their written informed consent to participate in this study.,[Penn State Office for Research Protections],['ORG'],[71],[113],True
PMC8170025,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8170025\sections\1_body\5_ethics_statement\1_p.xml,This study was carried out in accordance with recommendations of the Research Ethics Committee of Renmin University of China with written informed consent from all subjects. All subjects gave written informed consent in accordance with the Declaration of Helsinki. The protocol was approved by the Research Ethics Committee of Renmin University of China.,"[the Research Ethics Committee, Renmin University of China, the Declaration of Helsinki, the Research Ethics Committee, Renmin University of China]","['ORG', 'ORG', 'WORK_OF_ART', 'ORG', 'ORG']","[65, 98, 236, 294, 327]","[94, 124, 263, 323, 353]",True
PMC8170408,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8170408\sections\1_body\6_ethics_statement\1_p.xml,"The study was approved by Research Ethics Committee of Guangdong Provincial People’s Hospital, Guangdong Academy of Medical Sciences. All patients gave their informed consent to the collection of data according to the local ethics committee’s indications.","[Research Ethics Committee, Guangdong Provincial People’s Hospital, Guangdong Academy of Medical Sciences]","['ORG', 'ORG', 'ORG']","[26, 55, 95]","[51, 93, 132]",True
PMC8170463,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8170463\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Monash University Human Research Ethics Committee. Written informed consent to participate in this study was provided by the participants’ legal guardian/next of kin.,[Monash University Human Research Ethics Committee],['ORG'],[71],[120],True
PMC8172783,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8172783\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Ethics committee of Dalian No. 7 People's Hospital. The patients/participants provided their written informed consent to participate in this study.,"[Ethics, Dalian]","['ORG', 'GPE']","[71, 91]","[77, 97]",True
PMC8172793,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8172793\sections\1_body\5_ethics_statement\1_p.xml,Ethical review and approval was not required for the study on human participants in accordance with the local legislation and institutional requirements. The patients/participants provided their written informed consent to participate in this study.,[],[],[],[],True
PMC8173221,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8173221\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Ethics committee of Northeast International Hospital. The patients/participants provided their written informed consent to participate in this study. Written informed consent was obtained from the individual(s) for the publication of any potentially identifiable images or data included in this article.,"[Ethics, Northeast International Hospital]","['ORG', 'ORG']","[71, 91]","[77, 123]",True
PMC8175369,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8175369\sections\1_body\6_ethics_statement\1_p.xml,Ethical review and approval was not required for the study on human participants in accordance with the local legislation and institutional requirements. Written informed consent for participation was not required for this study in accordance with the national legislation and the institutional requirements.,[],[],[],[],True
PMC8175848,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8175848\sections\1_body\6_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Shanghai Tongji Hospital Ethics Committee. Written informed consent to participate in this study was provided by the participants' legal guardian/next of kin.,[Shanghai Tongji Hospital Ethics Committee],['ORG'],[71],[112],True
PMC8175891,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8175891\sections\1_body\6_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by the Senate Committee on Ethics of Scientific Research at the University School of Physical Education in Wrocław – number 20/2019. The patients/participants provided their written informed consent to participate in this study.,"[the Senate Committee on Ethics of Scientific Research, the University School of Physical Education, Wrocław]","['ORG', 'ORG', 'ORG']","[71, 128, 175]","[124, 171, 182]",True
PMC8175897,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8175897\sections\1_body\6_ethics_statement\1_p.xml,Ethical review and approval was not required for the study on human participants in accordance with the local legislation and institutional requirements. The patients/participants provided their written informed consent to participate in this study.,[],[],[],[],True
PMC8175966,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8175966\sections\1_body\5_ethics_statement\1_p.xml,The study protocol involving human participants was reviewed and approved by the ethics committee of Asan Medical Center (IRB Number: 2021-0058). The informed consent requirements were waived by the ethics committee of Asan Medical Center.,"[Asan Medical Center, Asan Medical Center]","['ORG', 'ORG']","[101, 219]","[120, 238]",True
PMC8176110,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8176110\sections\1_body\7_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by ethics committee of the Charité - Universitätsmedizin Berlin (EA2/088/18). Written informed consent for participation was not required for this study in accordance with the national legislation and the institutional requirements.,[Charité - Universitätsmedizin Berlin],['ORG'],[95],[131],True
PMC8176117,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8176117\sections\1_body\4_ethics_statement\1_p.xml,Written informed consent was obtained from the individual(s) for the publication of any potentially identifiable images or data included in this article.,[],[],[],[],True
PMC8176203,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8176203\sections\1_body\8_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Ethics Committee of Shengjing Hospital. The patients/participants provided their written informed consent to participate in this study. Written informed consent was obtained from the individual(s) for the publication of any potentially identifiable images or data included in this article. Informed written consent was obtained from the patient for publication of this report and any accompanying images.,[Ethics Committee of Shengjing Hospital],['ORG'],[71],[109],True
PMC8176283,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8176283\sections\1_body\5_ethics_statement\1_p.xml,UK Biobank had obtained ethics approval from the North West Multi-centre Research Ethics Committee which covers the UK (approval number: 11/NW/0382) and had obtained informed consent from all participants.,"[UK Biobank, Research Ethics Committee, UK, 11]","['ORG', 'ORG', 'GPE', 'CARDINAL']","[0, 73, 116, 137]","[10, 98, 118, 139]",True
PMC8177669,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8177669\sections\1_body\4_ethics_statement\1_p.xml,Ethical approval was not provided for this study on human participants because case report. The patients/participants provided their written informed consent to participate in this study. Written informed consent was obtained from the patient for publication of this case report and any accompanying images.,[],[],[],[],True
PMC8177695,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8177695\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by St Vincent's Hospital (Melbourne) Human Research Ethics Committee (HREC). The patients/participants provided their written informed consent to participate in this study. Written informed consent was obtained from the individual(s) for the publication of any potentially identifiable images or data included in this article.,"[St Vincent's Hospital, Melbourne) Human Research Ethics Committee]","['PERSON', 'ORG']","[71, 94]","[92, 136]",True
PMC8180579,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8180579\sections\1_body\7_ethics_statement\1_p.xml,This study was approved by the Ethics Committee of Mashhad University of Medical Sciences and Medical School (Ethical code: IR.MUMS.REC.1399.118).,"[the Ethics Committee of Mashhad University of Medical Sciences and Medical School, IR.MUMS.REC.1399.118]","['ORG', 'ORG']","[27, 124]","[108, 144]",False
PMC8183679,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8183679\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by the institutional review board of the First Affiliated Hospital of Zhengzhou University. The ethics approval number is 2019-KY-330. The patients/participants provided their written informed consent to participate in this study.,"[the First Affiliated Hospital of Zhengzhou University, 2019-KY-330]","['ORG', 'DATE']","[105, 190]","[158, 201]",True
PMC8185018,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8185018\sections\1_body\6_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Research Ethics Committee of the Medical Faculty of the Ruhr University Bochum. The participants provided their informed consent to participate in this study.,"[Research Ethics Committee, the Medical Faculty of the Ruhr University Bochum]","['ORG', 'ORG']","[71, 100]","[96, 149]",True
PMC8185063,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8185063\sections\1_body\4_ethics_statement\1_p.xml,"The Medical and Health Research Ethics Committee of Faculty of Medicine, Public Health and Nursing, Universitas Gadjah Mada/Dr. Sardjito Hospital ruled the study exempt from approval because this study was a case series. Written informed consent was obtained from all parents of the patients for publication of this case series.","[The Medical and Health Research Ethics Committee of Faculty of Medicine, Public Health, Nursing, Sardjito Hospital]","['ORG', 'GPE', 'PERSON']","[0, 91, 128]","[86, 98, 145]",True
PMC8185213,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8185213\sections\1_body\6_ethics_statement\1_p.xml,The study was reviewed by the Ethics Committee #11 of Sanofi Pasteur and the project has been approved under MESR number APAFIS#5481-2016052710357414 v3.,"[Ethics Committee, 11, MESR, 2016052710357414]","['ORG', 'MONEY', 'PERSON', 'DATE']","[30, 48, 109, 133]","[46, 50, 113, 149]",False
PMC8185277,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8185277\sections\1_body\6_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Clinical Trials and Biomedical Ethics Committee of West China. The patients/participants provided their written informed consent to participate in this study.,[Clinical Trials and Biomedical Ethics Committee],['ORG'],[71],[118],True
PMC8185331,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8185331\sections\1_body\4_ethics_statement\1_p.xml,Written informed consent was obtained from the individual(s) for the publication of any potentially identifiable images or data included in this article.,[],[],[],[],True
PMC8192969,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8192969\sections\1_body\4_ethics_statement\1_p.xml,"The studies involving human participants were reviewed and approved by Ethical Committee, Guangdong Women and Children Hospital. Written informed consent to participate in this study was provided by the participants' legal guardian/next of kin.","[Ethical Committee, Guangdong Women and Children Hospital]","['ORG', 'ORG']","[71, 90]","[88, 127]",True
PMC8193050,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8193050\sections\1_body\7_ethics_statement\1_p.xml,Ethical approval was not provided for this study on human participants because the study is based upon secondary data analysis. The patients/participants provided their written informed consent to participate in this study.,[],[],[],[],True
PMC8194346,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8194346\sections\1_body\4_ethics_statement\1_p.xml,"The study was conducted in accordance with the principles of the Declaration of Helsinki, and the study protocol was approved by the ethics committee of Henan Cancer Hospital. We obtained patient consent before the study. Written informed consent was obtained from the participant for the publication of this case report. Manuscript is approved by all authors for publication.","[the Declaration of Helsinki, Henan Cancer Hospital]","['WORK_OF_ART', 'ORG']","[61, 153]","[88, 174]",True
PMC8200661,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8200661\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by the ethics committee of the First Affiliated Hospital of Anhui Medical University. The patients/participants provided their written informed consent to participate in this study.,[the First Affiliated Hospital of Anhui Medical University],['ORG'],[95],[152],True
