,parsed,has_terms,weight,sentences,entities,labels,position_start,position_end,sentence_has_terms
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC7993389\sections\1_body\1_methods\3_p.xml,The study adhered to the tenets of the Declaration of Helsinki and received approval from the Institutional Review Boards. No consent was required to be taken from the patients.,['Declaration of Helsinki'],1,['The study adhered to the tenets of the Declaration of Helsinki and received approval from the Institutional Review Boards.'],[[the Institutional Review Boards]],[['ORG']],[[90]],[[121]],[['Declaration of Helsinki']]
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC7993389\sections\1_body\5_ethics_approval_and_conse\0_title.xml,Ethics approval and consent to participate,"['Ethics approval', 'consent to participate']",2,['Ethics approval and consent'],[[]],[[]],[[]],[[]],[['Ethics approval']]
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC7993389\sections\1_body\5_ethics_approval_and_conse\1_p.xml,The study was approved by National Healthcare Group Domain Specific Review Board. This board is in charge of research done in National University Health System. Requirement for informed consent was waived by National Healthcare Group Domain Specific Review Board as patient’s outcome/management was not affected and there was no direct patient contact during the project. All methods were carried out in accordance with relevant guidelines and regulations.,"['approved by', 'informed consent']",2,"['The study was approved by National Healthcare Group Domain Specific Review Board.', 'Requirement for informed consent was waived by National Healthcare Group Domain Specific Review Board as patient’s outcome/management was not affected and there was no direct patient contact during the project.']","[[National Healthcare Group Domain Specific Review Board], [National Healthcare Group Domain Specific Review Board]]","[['ORG'], ['ORG']]","[[26], [47]]","[[80], [101]]","[['approved by'], ['informed consent']]"
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC7996540\sections\2_back\5_notes.xml, Informed Consent Statement  Not applicable. ,['Informed Consent'],1,['Informed Consent Statement'],[[]],[[]],[[]],[[]],[['Informed Consent']]
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC7999021\sections\2_back\6_notes.xml, Informed Consent Statement  Not applicable. ,['Informed Consent'],1,['Informed Consent Statement'],[[]],[[]],[[]],[[]],[['Informed Consent']]
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8002939\sections\1_body\4_5__material_and_methods\1_5_1__cell_cultures\1_p.xml,"The experimental procedures followed the rules approved by the Ethics Committee of the Luigi Vanvitelli Campania University. Patients were informed of the research and gave permission for the use of biological samples. Bone marrow was obtained from three healthy donors. Cells were separated through Ficoll density gradient (GE Healthcare, Chicago, IL, USA), and the mononuclear cell fraction was collected and washed in phosphate-buffered saline solution (PBS, Microgem, Naples, Italy). We seeded 1 to 2.5 × 10  5 cells/cm  2  in alpha-minimum essential medium (alpha-MEM, Microgem) supplemented with 10% fetal bovine serum (FBS, Euroclone, Pero, Italy) and 1 ng/mL beta-fibroblast growth factor (β-FGF, Prepotech, London, UK). After 72 h, non-adherent cells were discarded, and adherent cells were further cultivated to reach confluency. We verified that, under our experimental conditions, the bone-marrow stromal cultures contained MSCs that fulfilled the three criteria proposed to define MSCs [  35 ]. All experiments were conducted on MSC cultures at passage 3 when senescence phenomena were minimal [  36 ].","['approved by', 'Ethics Committee']",2,['The experimental procedures followed the rules approved by the Ethics Committee of the Luigi Vanvitelli Campania University.'],[[the Ethics Committee]],[['ORG']],[[59]],[[79]],"[['approved by', 'Ethics Committee']]"
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8002939\sections\2_back\4_notes.xml, Informed Consent Statement  The experimental procedures followed the rules approved by the Ethics Committee of the Luigi Vanvitelli Campania University (number 887 C.E. 2008). The study was conducted according to the guidelines of the Declaration of Helsinki. Participants were provided with information about the research and gave permission for the use of biological samples. ,"['Informed Consent', 'approved by', 'Ethics Committee', 'Declaration of Helsinki']",4,"['Informed Consent Statement', 'The experimental procedures followed the rules approved by the Ethics Committee of the Luigi Vanvitelli Campania University (number 887 C.E. 2008).', 'The study was conducted according to the guidelines of the Declaration of Helsinki.']","[[], [the Ethics Committee], []]","[[], ['ORG'], []]","[[], [59], []]","[[], [79], []]","[['Informed Consent'], ['approved by', 'Ethics Committee'], ['Declaration of Helsinki']]"
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8003018\sections\2_back\5_notes.xml," Institutional Review Board Statement  No in vivo experiments and preclinical studies were performed in the current work. The amnion MSCs derived from    Callithrix jacchus  were provided by PD Dr. Thomas Müller (Service Unit Embryonic Stem Cells, Medical School Hannover). The ethics proposal (project number 066/06) with PD Dr. Thomas Mueller as project leader was approved by the Lower Saxony State Office for Consumer Protection and Food Safety (LAVES, Braunschweig) as well as the Hannover Medical School (project number 33.9-42502-04-07/1282). The amnion membrane was removed from the placenta material. Donation of the placenta material after natural births was carried out before the new EU Directive has come into effect (2010/63/EU) at the Centre for Reproductive Medicine and Andrology (CeRA, Muenster) by institutional animal caretakers and approved by the Institutional Animal Care. The ethical husbandry of    Callithrix jacchus  in this institute was carried out in accordance with the guidelines of the Ministry for Environment and Nature Protection, Agriculture and Consumer Protection (LANUV), North-Rhine Westphalia, Germany. The hESCs line HES-3 was provided by ES Cell International. The import and use of human embryonic stem cells has been approved by the Central Ethics Commission and the Robert Koch Institute (Berlin, Germany AZ: 3.04.0 210109 from 9 October 2015). The hdMSCs were isolated from skin specimens from adult patients after receiving the written informed consent of healthy volunteer donors in strict accordance with the recommendations of the World Medical Association Declaration of Helsinki. All experimental protocols were approved by the ethical committee (protocol №2 from 7 May 2019) of the Institute for Problems of Cryobiology and Cryomedicine of the National Academy of Sciences of Ukraine (Kharkiv, Ukraine).  ","['approved by', 'approved by', 'approved by', 'written informed consent', 'informed consent', 'Declaration of Helsinki', 'experimental protocols were approved by', 'approved by']",8,"['The ethics proposal (project number 066/06) with PD Dr. Thomas Mueller as project leader was approved by the Lower Saxony State Office for Consumer Protection and Food Safety (LAVES, Braunschweig) as well as the Hannover Medical School (project number 33.9-42502-04-07/1282).', 'Donation of the placenta material after natural births was carried out before the new EU Directive has come into effect (2010/63/EU) at the Centre for Reproductive Medicine and Andrology (CeRA, Muenster) by institutional animal caretakers and approved by the Institutional Animal Care.', 'The import and use of human embryonic stem cells has been approved by the Central Ethics Commission and the Robert Koch Institute (Berlin, Germany AZ: 3.04.0 210109 from 9 October 2015).', 'The hdMSCs were isolated from skin specimens from adult patients after receiving the written informed consent of healthy volunteer donors in strict accordance with the recommendations of the World Medical Association Declaration of Helsinki.', 'All experimental protocols were approved by the ethical committee (protocol №2 from 7 May 2019) of the Institute for Problems of Cryobiology and Cryomedicine of the National Academy of Sciences of Ukraine (Kharkiv, Ukraine).']","[[the Lower Saxony State Office for Consumer Protection and Food Safety, Braunschweig, the Hannover Medical School], [EU Directive, EU, the Institutional Animal Care], [the Central Ethics Commission, the Robert Koch Institute, Berlin, Germany], [the World Medical Association Declaration], [the Institute for Problems of Cryobiology, the National Academy of Sciences of Ukraine, Kharkiv, Ukraine]]","[['ORG', 'ORG', 'ORG'], ['ORG', 'GPE', 'ORG'], ['ORG', 'ORG', 'GPE', 'GPE'], ['ORG'], ['ORG', 'ORG', 'GPE', 'GPE']]","[[105, 183, 208], [86, 129, 255], [70, 104, 131, 139], [187], [99, 161, 206, 215]]","[[174, 195, 235], [98, 131, 284], [99, 129, 137, 146], [228], [140, 204, 213, 222]]","[['approved by'], ['approved by'], ['approved by'], ['written informed consent', 'informed consent', 'Declaration of Helsinki'], ['experimental protocols were approved by', 'approved by']]"
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8003018\sections\2_back\6_notes.xml," Informed Consent Statement  If applicable, informed consent was obtained from all subjects involved in the study. ","['Informed Consent', 'informed consent']",2,"['Informed Consent Statement', 'If applicable, informed consent was obtained from all subjects involved in the study.']","[[], []]","[[], []]","[[], []]","[[], []]","[['Informed Consent'], ['informed consent']]"
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8003094\sections\1_body\1_2__materials_and_methods\1_2_1__clinical_tissue_samp\2_p.xml,"Patient samples used for experiments were obtained in accordance with protocols approved by the University of Michigan’s IRB (HUM0009149). All participants provided a written consent for tumor collection. Tumors were processed for protein isolation as previously described [  22 ]. Tissue microarray (TMA) slides constructed using paired clinical samples of HGSOC and normal fallopian tube tissue were commercially purchased from Lifespan Research Laboratories (Providence, RI, USA).","['approved by', 'written consent']",2,"['Patient samples used for experiments were obtained in accordance with protocols approved by the University of Michigan’s IRB (HUM0009149).', 'All participants provided a written consent for tumor collection.']","[[the University of Michigan’s, IRB], []]","[['ORG', 'ORG'], []]","[[92, 121], []]","[[120, 124], []]","[['approved by'], ['written consent']]"
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8003094\sections\1_body\3_4__discussion\4_p.xml,"Trametinib treatment drastically reduces the growth rates of HGSOC cells both in culture and in vivo, confirming that MEK1/2-ERK1/2 activity is involved in driving cell proliferation [  31 ]. Anti-proliferative effects of MEK1/2 inhibitors have been reported in many cell types, including ovarian cancer cells, and cause G1/0-phase cell cycle arrest due to loss of ERK1/2 activation [  38 ,  61 ,  66 ,  67 ]. However, despite pronounced cytostatic action in vitro, most first generation MEK1/2 inhibitors demonstrated limited efficacy in clinical trials involving melanoma, breast, colon, lung, and pancreatic cancer patients [  35 ,  68 ]. Trametinib, on the other hand, belongs to a new generation of MEK1/2 inhibitors, displays higher efficiency, and was the first MEK1/2 inhibitor approved by FDA for cancer treatment [  35 ]. Thus, trametinib could possibly show greater efficacy in clinical trials. This suggestion is supported by a recent case report describing partial response to trametinib treatment in a recurrent HGSOC patient with an extensive history of previous treatments, including carboplatin, paclitaxel, bevacizumab, gemcitabine, and doxorubicin [  69 ]. Trametinib treatment resulted in reduction of tumor nodules’ size and serum CA125 levels with tolerable adverse effects. It is, however, noteworthy that this particular HGSOC case had an activating KRAS mutation that warranted for MEK1/2 inhibitor treatment attempt; nevertheless, similar effects of MEK1/2 inhibitors may be expected if MEK1/2-ERK1/2 pathway activity is elevated in tumors with wild-type KRAS.",['approved by'],1,"['Trametinib, on the other hand, belongs to a new generation of MEK1/2 inhibitors, displays higher efficiency, and was the first MEK1/2 inhibitor approved by FDA for cancer treatment [  35 ].']","[[Trametinib, MEK1/2, FDA]]","[['ORG', 'ORG', 'ORG']]","[[0, 127, 156]]","[[10, 133, 159]]",[['approved by']]
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8003094\sections\2_back\5_notes.xml, Institutional Review Board Statement  The study was conducted according to the guidelines of the Declaration of Helsinki and approved by the Institutional Review Board of University of Michigan (HUM0009149). ,"['Declaration of Helsinki', 'approved by', 'approved by the Institutional Review Board']",3,['The study was conducted according to the guidelines of the Declaration of Helsinki and approved by the Institutional Review Board of University of Michigan (HUM0009149).'],[[the Institutional Review Board of University of Michigan]],[['ORG']],[[99]],[[155]],"[['Declaration of Helsinki', 'approved by', 'approved by the Institutional Review Board']]"
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8003094\sections\2_back\6_notes.xml, Informed Consent Statement  Informed consent was obtained from all subjects involved in the study. ,"['Informed Consent', 'Informed consent']",2,"['Informed Consent Statement', 'Informed consent was obtained from all subjects involved in the study.']","[[], []]","[[], []]","[[], []]","[[], []]","[['Informed Consent'], ['Informed consent']]"
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8003132\sections\2_back\5_notes.xml, Informed Consent Statement  Not applicable. ,['Informed Consent'],1,['Informed Consent Statement'],[[]],[[]],[[]],[[]],[['Informed Consent']]
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8003548\sections\1_body\1_2__materials_and_methods\10_2_10__animal_care\1_p.xml,"All animal procedures were performed in accordance with European Union (EU) law, after approval by the Local Ethics Committee, Medical University of Silesia, Katowice, Poland. Six-to-eight-week-old C57Bl/6NCrl female mice (total   n  = 235; Charles River Laboratories) were used. Animals (18–22 g) were housed in HEPA-filtered IVC System cages (Allentown Caging Equipment) under a controlled dark/light cycle (12 h/12 h) and were fed a pathogen-free standard diet (Altromin 1314) and water ad libitum. All efforts were made to minimize animal suffering.",['Ethics Committee'],1,"['All animal procedures were performed in accordance with European Union (EU) law, after approval by the Local Ethics Committee, Medical University of Silesia, Katowice, Poland.']","[[European Union, EU, the Local Ethics Committee, Medical University of Silesia, Katowice, Poland]]","[['ORG', 'ORG', 'ORG', 'ORG', 'GPE', 'GPE']]","[[56, 72, 99, 127, 158, 168]]","[[70, 74, 125, 156, 166, 174]]",[['Ethics Committee']]
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8003548\sections\2_back\5_notes.xml," Institutional Review Board Statement  All procedures involving human adipose-derived mesenchymal stem cells (ADSCs) were conducted according to the guidelines of the Declaration of Helsinki, and approved by the Bioethics Committee of the MSC National Research Institute of Oncology, Warsaw, Poland (Approval No. 63/2017). All animal procedures were performed in accordance with European Union (EU) law, after approval by the Local Ethics Committee, Medical University of Silesia, Katowice, Poland (Approval No. 20/2020). ","['Declaration of Helsinki', 'approved by', 'Ethics Committee']",3,"['All procedures involving human adipose-derived mesenchymal stem cells (ADSCs) were conducted according to the guidelines of the Declaration of Helsinki, and approved by the Bioethics Committee of the MSC National Research Institute of Oncology, Warsaw, Poland (Approval No. 63/2017).', 'All animal procedures were performed in accordance with European Union (EU) law, after approval by the Local Ethics Committee, Medical University of Silesia, Katowice, Poland (Approval No. 20/2020).']","[[the Bioethics Committee, the MSC National Research Institute of Oncology, Warsaw, Poland], [European Union, EU, the Local Ethics Committee, Medical University of Silesia, Katowice, Poland]]","[['ORG', 'ORG', 'GPE', 'GPE'], ['ORG', 'ORG', 'ORG', 'ORG', 'GPE', 'GPE']]","[[169, 196, 245, 253], [56, 72, 99, 127, 158, 168]]","[[192, 243, 251, 259], [70, 74, 125, 156, 166, 174]]","[['Declaration of Helsinki', 'approved by'], ['Ethics Committee']]"
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8003548\sections\2_back\6_notes.xml, Informed Consent Statement  Not applicable. ,['Informed Consent'],1,['Informed Consent Statement'],[[]],[[]],[[]],[[]],[['Informed Consent']]
C:\Users\shweata\docanalysis\ethics_statement\../stem_cell_research_300\PMC8003734\sections\1_body\3_4__materials_and_methods\1_4_1__salivary_gland_ex_vi\1_p.xml,"All animal procedures were approved by the Institutional Animal Care and Use Committee (IACUC) at the Chulalongkorn University Laboratory Animal Center under the protocol number 1973004. The study was conducted according to the guidelines of the Declaration of Helsinki, and approved by the Institutional Biosafety Committee of the Chulalongkorn University Faculty of Dentistry (DENT CU-IBC 006/2019 on March 2019 and DENT CU-IBC 006/2020 on March 2020). Fetal submandibular glands were surgically dissected from ICR mouse embryos at embryonic day E13 under a stereomicroscope (SZH10 model from Olympus, Tokyo, Japan or SMZ1270i model from Nikon Corporation, Tokyo, Japan), as previously described [  13 ,  40 ]. All reagents and plasticware were purchased from Thermo Fisher Scientific (Waltham, MA, USA) or Sigma-Aldrich (Merck, St. Louis, MO, USA) and its subsidiaries unless stated otherwise. After dissections, glands were cultured on porous polycarbonate membranes (Whatman  TM  Nucleopore) and placed at the air/medium interface at the center well of 50 mm dishes as previously described [  13 ,  40 ]. These membranes were kept floating on growth media (GM) composed of phenol-free DMEM/F12, 1% penicillin/streptomycin, 150 µg/mL ascorbic acid and 100 µg/mL human holo-transferrin. GM was then replaced at baseline by fresh GM supplemented with EGCG (E4143-50M6, Sigma-Aldrich) from concentrations ranging from 7.5 to 30 µg/mL, and glands were kept inside an incubator with 5% CO  2  and at 37 °C for up to 72 h. Positive controls (CTL) had GM only (without EGCG supplementation). Every day, 50% of the culture media was replaced by fresh GM.","['approved by', 'Declaration of Helsinki', 'approved by']",3,"['All animal procedures were approved by the Institutional Animal Care and Use Committee (IACUC) at the Chulalongkorn University Laboratory Animal Center under the protocol number 1973004.', 'The study was conducted according to the guidelines of the Declaration of Helsinki, and approved by the Institutional Biosafety Committee of the Chulalongkorn University Faculty of Dentistry (DENT CU-IBC 006/2019 on March 2019 and DENT CU-IBC 006/2020 on March 2020).']","[[the Institutional Animal Care and Use Committee (IACUC, the Chulalongkorn University Laboratory Animal Center], [the Institutional Biosafety Committee, the Chulalongkorn University Faculty of Dentistry, DENT CU-IBC, DENT CU-IBC]]","[['ORG', 'ORG'], ['ORG', 'ORG', 'ORG', 'ORG']]","[[39, 98], [100, 141, 192, 231]]","[[93, 151], [137, 190, 203, 242]]","[['approved by'], ['Declaration of Helsinki', 'approved by']]"
