,parsed,has_terms,weight,sentences,entities,labels,position_start,position_end,sentence_has_terms
C:\Users\shweata\dictionary\ethics_statement_project\oil186\PMC5411863\sections\1_body\1_materials_and_methods\1_plant_material\1_p.xml," K. anatolica  was collected in 2015 at different altitudes of Lakes Region Turkey (  Table 1 ). All samples were collected at full flowering stage for species identification and fruit maturing stage for essential oil analyses. Plant materials were identified by Dr. Hasan ÖZÇELİK of the Department of Biology at Süleyman Demirel University, Isparta according to “Flora of Turkey” (Davis et al., 1988) and voucher specimens (63.36.1.1) and deposited in the Herbarium GUL, at Suleyman Demirel University, Turkey. As a description of   K. anatolica:  Erect, branched, glabrous perennial with terete very finely ridged stems, up to 100 cm. Basal leaves ovate-triangular, 10-30 χ 5-10 cm, 1-2-pinnate; ultimate segments ovate, pinnatifid or irregularly toothed, 2-3 χ 1.5-3 cm, petiole 8-15 cm. Upper cauline leaves 1-pinnate with linear-oblong to linear segments 30 χ 1.5-2 mm and broad sheathing petioles. Umbel rays 20-30, subequal, 1.5-3.5 cm. Bracts up to 12, narrow oblong-setaceous, 2-5 mm long. Umbellules 20-25 flowered; pedicels 1.5-4 mm. Bracteoles 3-6, linear, 1-5 mm. Petals yellow. Fruit oblong-cylindrical, 3.5-1.5 χ 1-1.5 mm, not attenuate towards apex, glabrous, ridges of mericarps broadly filiform, vittae numerous, irregularly arranged. Stylopodium conical.",['collected in'],1,['K. anatolica  was collected in 2015 at different altitudes of Lakes Region Turkey (  Table 1 ).'],[[]],[[]],[[]],[[]],[['collected in']]
C:\Users\shweata\dictionary\ethics_statement_project\oil186\PMC5412227\sections\1_body\1_material_and_methods\1_plant_material\1_p.xml,"Flowering, aerial parts of wild   Dracocephalum kotschyi  Boiss were collected in July 2014 from Garin Mountain in the Lorestan province, west of Iran. The region’s altitude was   ca . 3300 m above the sea level. The plant material identification was done by Dr. Mehrnia, and a voucher specimen was deposited at the herbarium of the Lorestan Agricultural Research and Natural Resources Center, Khorramabad, Iran.",['collected in'],1,"['Flowering, aerial parts of wild   Dracocephalum kotschyi  Boiss were collected in July 2014 from Garin Mountain in the Lorestan province, west of Iran.']",[[Iran]],[['GPE']],[[146]],[[150]],[['collected in']]
C:\Users\shweata\dictionary\ethics_statement_project\oil186\PMC5427463\sections\1_body\1_materials_and_methods\1_plant_material\1_p.xml,"Leaves of   S .   officinalis  L. were collected in Chott Mariem region located at the Central East of Tunisia, in March 2015. Specimens were identified by Pr. Fethia Harzallah-Skhiri, University of Monastir. A voucher specimen was deposited at the Laboratory of Nutrition - Functional Food & Vascular Health, Faculty of Medicine, University of Monastir, Tunisia and referenced as SO011. The experimental zone is a semi-arid bioclimatic area with a mean rainfall of 450 mm/ year situated at an elevation of 30 m above sea level (latitude 35°54'N, longitude 10°33'E). Particle size analysis of the soil revealed the following composition: silt (14.0 %), clay (12.5 %) and sand (73.5 %). The soil characteristics were: electrical conductivity (2.07 mmho/cm), organic matter (1.65 %), pH (8.38), CaO (1084 ppm), Na (875 ppm), K  2 O (149 ppm) and P  2 O  5  (48 ppm). ",['collected in'],1,"['officinalis  L. were collected in Chott Mariem region located at the Central East of Tunisia, in March 2015.']","[[Chott Mariem, Tunisia]]","[['GPE', 'GPE']]","[[34, 85]]","[[46, 92]]",[['collected in']]
C:\Users\shweata\dictionary\ethics_statement_project\oil186\PMC5427463\sections\1_body\1_materials_and_methods\6_antimicrobial_activity_\1_microorganisms_and_growth\3_p.xml,"The indicator organisms (bacteria) were grown in 3 mL LB broth overnight at 37 °C. For the test, final inoculum concentrations of 10  6  CFU/mL were used. Fungal spore suspensions were collected from the surface of such fungal colonies by gently scraping with a loop and suspended in 3 mL Potato Dextrose broth (PDB). This suspension was mixed vigorously by vortexing for 15-20 min. The spore suspension stock was diluted to obtain a concentration of 10  6  spores/mL (measured by Malassez blade). ",['collected from'],1,['Fungal spore suspensions were collected from the surface of such fungal colonies by gently scraping with a loop and suspended in 3 mL Potato Dextrose broth (PDB).'],"[[Fungal, colonies, Potato Dextrose, PDB]]","[['GPE', 'GPE', 'ORG', 'ORG']]","[[0, 72, 134, 157]]","[[6, 80, 149, 160]]",[['collected from']]
C:\Users\shweata\dictionary\ethics_statement_project\oil186\PMC5454990\sections\1_body\2_3__materials_and_methods\1_3_1__plant_material\1_p.xml,"Leaves and branches of   O. caudata  (Nees) Mez,   O. cujumary  Mart., and   O. caniculata  (Rich.) Mez were collected in Caxiuanã National Forest, Marajó Island, and their vouchers were deposited in the Herbarium of Museum Paraense Emílio Goeldi, Belém, Pará state, Brazil (  Table 1 ).",['collected in'],1,"['Mez were collected in Caxiuanã National Forest, Marajó Island, and their vouchers were deposited in the Herbarium of Museum Paraense Emílio Goeldi, Belém, Pará state, Brazil (  Table 1 ).']","[[Caxiuanã National Forest, the Herbarium of Museum, Brazil]]","[['ORG', 'ORG', 'GPE']]","[[22, 100, 167]]","[[46, 123, 173]]",[['collected in']]
C:\Users\shweata\dictionary\ethics_statement_project\oil186\PMC5486035\sections\1_body\2_3__materials_and_methods\5_3_5__evaluation_of_cytopr\1_3_5_1__lymphocyte_isolati\1_p.xml,"Lymphocytes were isolated from heparinized whole blood collected from healthy volunteers, who provided written medical histories through a standardized questionnaire and had not taken anti-inflammatory medication or nutritional supplements. Blood samples were diluted with equal volumes of balanced salt solution, layered over Histopaque-1077 in centrifuge tubes and centrifuged at 400×   g  for 30–40 min at 25 °C. The peripheral blood mononuclear cell (PBMC) layer was removed with a pipette and washed by centrifugation. The PBMCs were passed through a Percoll gradient according to Repnik et al. [  39 ] to enrich the fraction in lymphocytes. Lymphocytes (viability > 90%) were counted on a haemocytometer and suspended in Roswell Park Memorial Institute (RPMI) 1640 medium supplemented with 10% fetal calf serum, 2 mM glutamine, 100 units/mL penicillin G and streptomycin. Cell concentration was adjusted to 1 × 10  5  cells/mL.",['collected from'],1,"['Lymphocytes were isolated from heparinized whole blood collected from healthy volunteers, who provided written medical histories through a standardized questionnaire and had not taken anti-inflammatory medication or nutritional supplements.']",[[]],[[]],[[]],[[]],[['collected from']]
C:\Users\shweata\dictionary\ethics_statement_project\oil186\PMC5497343\sections\1_body\1_methods\1_plant_material\1_p.xml,"Fresh flowers of   T. minuta  were collected from Cala community located in Sakhisizwe Local Municipality Eastern Cape Province, South Africa with geographical coordinates of 31° 33′ 0″ South, and 27° 36′ 0″ East [  23 ]. Taxonomical identification of the plant was confirmed at.",['collected from'],1,"['Fresh flowers of   T. minuta  were collected from Cala community located in Sakhisizwe Local Municipality Eastern Cape Province, South Africa with geographical coordinates of 31° 33′ 0″ South, and 27° 36′ 0″']","[[Cala, Sakhisizwe, South Africa]]","[['GPE', 'GPE', 'GPE']]","[[50, 76, 129]]","[[54, 86, 141]]",[['collected from']]
C:\Users\shweata\dictionary\ethics_statement_project\oil186\PMC5524814\sections\1_body\1_materials_and_methods\3_plant_material\1_p.xml,"Aerial parts of six populations of   Salvia blancoana  subsp.   mariolensis , two of   S. officinalis  subsp.   lavandulifolia , and one of   S. x hegelmaieri, S. officinalis  subsp. officinalis,   S. x auriculata , and   S. microphylla  var.   microphylla  were collected during flowering stage in June-July 2010 in different localities from Valencia region (Spain). In addition, two more samples, one of   S. blancoana  subsp. mariolensis and another of   S. officinalis  subsp. lavandulifolia were collected in winter time, with the aim of detecting seasonal changes in their essential oil composition (Table   1 , Figure   1 ). Plant material was air-dried at room temperature in a dark, dry place and later stored until used.",['collected in'],1,"['lavandulifolia were collected in winter time, with the aim of detecting seasonal changes in their essential oil composition (Table   1 , Figure   1 ).']",[[]],[[]],[[]],[[]],[['collected in']]
C:\Users\shweata\dictionary\ethics_statement_project\oil186\PMC5546729\sections\1_body\1_materials_and_methods\1_p.xml,"Chemicals and materials, such as   N. sativa  seed (black cumin seed), were purchased from local markets in Iran and India. The pure standard of TQ (66%) and LA (60%) were provided by Aldrich Chemical Company (Milwaukee, WI, USA). High-performance liquid chromatography grade methanol and n-hexane were supplied by Fisher Scientific (Pittsburgh, PA, USA).",['were purchased from local markets'],1,"['Chemicals and materials, such as   N. sativa  seed (black cumin seed), were purchased from local markets in Iran and India.']","[[Iran, India]]","[['GPE', 'GPE']]","[[108, 117]]","[[112, 122]]",[['were purchased from local markets']]
C:\Users\shweata\dictionary\ethics_statement_project\oil186\PMC5551175\sections\1_body\1_2__materials_and_methods\1_2_1__plant_material\1_p.xml,"Leaves of   A. indica  were collected during the dry season (January 2016) from a tree in the city of Guidiguis (north of Cameroon), about 70 km from Maroua. The leaves were air-dried in the shade for one week and kept in papers. Fruits (pods) of   A. melegueta  were collected in a forest near Foumbam (western Cameroon) in December 2015. Once harvested, the seeds were removed from their pods and dried at room temperature over a period of three weeks in the absence of sunlight. At the end of the drying process, the seeds were placed into paper bags before hydrodistillation. Leaves of   C. anisata  were collected in the village of Baffou, Menoua Division, Western Cameroon. Leaves of   A. danielli  and fruits of   D. cinerea  and roots of   E. giganteus  were collected from Bamougoum and Bafoussam’s market (Cameroon, Western Region), respectively. The pericarp of   D. cinerea  was removed and the seeds used; the roots of   E. giganteus  were washed with water and sliced into small pieces. These plant parts were dried at room temperature for one week. The botanical identification of the five species was performed by a taxonomist at the Cameroon National Herbarium (Yaoundé, Cameroon), and the voucher specimens were archived with the following codes: 4447 SRFK (  A. indica ), 43117 HNC (  A. melegueta ), 43130 HNC (  A. danielli ), 44242/HNC (  C. anisata ), 42920 HNC (  D. cinerea ), and 23647 SRF (  E. giganteus ). The botanical names were also checked against The Plant List database (  www.theplantlist.org ).","['collected in', 'collected in', 'collected from']",3,"['Fruits (pods) of   A. melegueta  were collected in a forest near Foumbam (western Cameroon) in December 2015.', 'Leaves of   C. anisata  were collected in the village of Baffou, Menoua Division, Western Cameroon.', 'Leaves of   A. danielli  and fruits of   D. cinerea  and roots of   E. giganteus  were collected from Bamougoum and Bafoussam’s market (Cameroon, Western Region), respectively.']","[[], [Baffou, Menoua Division], [Bamougoum, Bafoussam]]","[[], ['GPE', 'ORG'], ['GPE', 'GPE']]","[[], [57, 65], [102, 116]]","[[], [63, 80], [111, 125]]","[['collected in'], ['collected in'], ['collected from']]"
C:\Users\shweata\dictionary\ethics_statement_project\oil186\PMC5568258\sections\1_body\1_methods\1_plant_material_and_essent\1_p.xml,"Leaves of   M. urundeuva  were collected from ten (10) specimens grown in the Núcleo de Pesquisa em Agricultura Urbana (NEPAU), Department of Plant Science, Ceará Federal University (UFC), Fortaleza, Ceará, Brazil. The leaves were collected with the aid of pruning shears at four different points in the tree canopy and then were mixed in paper bags to form composite samples. After being cut and mixed, they were packed in a drying oven at 75 °C. The dry weight of the collected plant material was 100 kg. The voucher specimen (No. 48904) was deposited at the Prisco Bezerra Herbarium of the Department of Biology, Ceará Federal University. To extract the essential oil,   M. urundeuva  leaves were hydrodistilled in a Clevenger-type apparatus, as adapted by Gottlieb [  30 ]. In this process, fresh   M. urundeuva  leaves were placed in a 5 L flask, into which 2 L of distilled water were added and the system was boiled for 2 h, until it reached 80 °C, to afford yellowish oils by steam stripping. These were dried over Na  2 SO  4 , stored in sealed glass vials, and preserved under refrigeration before analysis. The yield of the oils (0.02%   w /w) was calculated from the fresh weight of the plant materials. The oily extract, weighed on a precision scale, revealed a concentration of 0.9 g/mL.",['collected from'],1,"['Leaves of   M. urundeuva  were collected from ten (10) specimens grown in the Núcleo de Pesquisa em Agricultura Urbana (NEPAU), Department of Plant Science, Ceará Federal University (UFC), Fortaleza, Ceará, Brazil.']","[[NEPAU, Department of Plant Science, Ceará Federal University, Ceará, Brazil]]","[['ORG', 'ORG', 'ORG', 'GPE', 'GPE']]","[[120, 128, 157, 200, 207]]","[[125, 155, 181, 205, 213]]",[['collected from']]
C:\Users\shweata\dictionary\ethics_statement_project\oil186\PMC5575638\sections\1_body\1_2__materials_and_methods\1_2_1__plant_material\1_2_1_1__allium_sativum\1_p.xml,"Bulbs of   Allium sativum  were collected from a field in Las Pedroñeras, Spain (39°26′59″ N, 2°40′23″ W, 745 m elevation), in December 2015. Garlic bulbs were finely chopped, and were subjected to three different distillation methods: laboratory hydrodistillation using a Clevenger apparatus for 3 h, industrial hydrodistillation for 4 h, and industrial steam distillation for 5 h. Pale yellow essential oils were obtained in 0.2%, 0.22% and 0.18% yields, respectively. The obtained essential oils and hydrosol were separated by decantation; remaining water was removed from the essential oils with sodium chloride. The collected essential oil samples were stored under refrigeration (−4 °C) until analysis.",['collected from'],1,"['Bulbs of   Allium sativum  were collected from a field in Las Pedroñeras, Spain (39°26′59″ N, 2°40′23″ W, 745 m elevation), in December 2015.']","[[Las Pedroñeras, Spain]]","[['GPE', 'GPE']]","[[58, 74]]","[[72, 79]]",[['collected from']]
C:\Users\shweata\dictionary\ethics_statement_project\oil186\PMC5575638\sections\1_body\1_2__materials_and_methods\1_2_1__plant_material\2_2_1_2__allium_vineale\1_p.xml,"Four different samples of   Allium vineale  were collected from a field in Huntsville, Alabama (34°38′46″ N, 86°33′27″ W, 191 m elevation) on 10 April 2017, 8 a.m. Each sample was cleaned of debris, the entire plant (leaves and bulbs) chopped, and hydrodistilled using a Likens-Nickerson apparatus for 4 h with continuous extraction with dichloromethane (CH  2 Cl  2 ). Evaporation of the dichloromethane yielded pale yellow essential oils with an extremely pungent odor (  Table 1 ).",['collected from'],1,"['Four different samples of   Allium vineale  were collected from a field in Huntsville, Alabama (34°38′46″ N, 86°33′27″']","[[Huntsville, Alabama]]","[['GPE', 'GPE']]","[[75, 87]]","[[85, 94]]",[['collected from']]
C:\Users\shweata\dictionary\ethics_statement_project\oil186\PMC5585972\sections\1_body\1_methods\2_larvae_collection_and_rea\1_p.xml,"Wild larvae of   An. gambiae   (  s.l .) were collected from Magu district in Mwanza Region, North-Western Tanzania. Larvae were sampled from irrigated rice fields using a standard dipper (350 ml) [  23 ] and transported to the insectary. Larvae were reared on yeast powder as a food source in the mosquito insectary unit at the Mwanza Research Centre, National Institute for Medical Research (NIMR), Tanzania. Colonies were maintained at 27 ± 2 °C, with a 12 h light: 12-h dark cycle.",['collected from'],1,"['gambiae   (  s.l .) were collected from Magu district in Mwanza Region, North-Western Tanzania.']","[[Magu, Mwanza Region]]","[['ORG', 'GPE']]","[[40, 57]]","[[44, 70]]",[['collected from']]
C:\Users\shweata\dictionary\ethics_statement_project\oil186\PMC5585972\sections\1_body\1_methods\2_larvae_collection_and_rea\2_p.xml,Insectary reared third instars   An. gambiae   (  s.s .) (Kisumu strain - insecticide susceptible strain) larvae and third-instar   An. arabiensis  field population larvae (insecticides tolerant population) were tested against essential oils in different concentrations. Larvae collected from wild population showed tolerance to pyrethroids and DDT in previous studies comprised of 91%   An. arabiensis  and the rest of   An. gambiae  (  s.s .) and   An. funestus  [  24 ]. The main source of insecticide resistance in this study site is the use of different insecticide classes with different mixtures in cultivating crops and the wide coverage of LLINs in the area [  24 ].,['collected from'],1,['Larvae collected from wild population showed tolerance to pyrethroids and DDT in previous studies comprised of 91%   An. arabiensis  and the rest of'],[[DDT]],[['ORG']],[[74]],[[77]],[['collected from']]
C:\Users\shweata\dictionary\ethics_statement_project\oil186\PMC5590060\sections\1_body\1_2__materials_and_methods\1_2_1__plant_sample\1_p.xml,"The leaf, stem and root of   E. foetidum  were collected from mature plants cultivated in Uyo Local Government Area of Akwa Ibom State, Nigeria, in the month of May 2016. The Sample was identified by a taxonomist in the Department of Botany and Ecological Studies, University of Uyo, where voucher specimen was deposited. The essential oils were obtained by hydrodistillation (4 h) of the fresh plant parts using a Clevenger-type apparatus in accordance with the British Pharmacopoeia [  18 ]. The oils were dried over sodium sulfate and stored in refrigeration (4 °C) after estimation of percentage yield.",['collected from'],1,"['The leaf, stem and root of   E. foetidum  were collected from mature plants cultivated in Uyo Local Government Area of Akwa Ibom State, Nigeria, in the month of May 2016.']","[[Uyo Local Government Area, Nigeria]]","[['ORG', 'GPE']]","[[90, 136]]","[[115, 143]]",[['collected from']]
C:\Users\shweata\dictionary\ethics_statement_project\oil186\PMC5590063\sections\1_body\1_2__materials_and_methods_\1_2_1__plant_materials\1_p.xml,"Leaves of   V. guianensis  were collected in December 2012, at the nature reserve of Camaçari (8°16′23′′ S, 34°57′45′′ W) at Cabo de Santo Agostinho, Pernambuco, Brazil, at an Atlantic Forest region. Leaves of   H. courbaril  var.   courbaril  and   M. peruiferum  were collected in March 2013 at the Vale do Catimbau National Park (08°30′02.3′′ S, 37°20′31′′ W) in Pernambuco, Brazil, at a Caatinga region. For each plant, leaves were collected from at least 15 individuals and pooled for oil extraction. Plant collection was performed with authorization (number 16806) of the   Instituto Chico Mendes de Conservação da Biodiversidade  (ICMBio). Voucher specimens of   H. courbaril  var.   courbaril  (number 84888),   M. peruiferum  (number 84110), and   V. guianensis  (number 90471) are deposited in the herbarium “Dárdano de Andrade Lima” from the   Instituto Agronômico de Pernambuco , Recife, Brazil. The leaves were dried at 28 °C, milled to a fine powder, and used immediately for the extraction of oils. ","['collected in', 'collected in', 'collected from']",3,"['Leaves of   V. guianensis  were collected in December 2012, at the nature reserve of Camaçari (8°16′23′′ S, 34°57′45′′ W) at Cabo de Santo Agostinho, Pernambuco, Brazil, at an Atlantic Forest region.', 'courbaril  and   M. peruiferum  were collected in March 2013 at the Vale do Catimbau National Park (08°30′02.3′′ S, 37°20′31′′ W) in Pernambuco, Brazil, at a Caatinga region.', 'For each plant, leaves were collected from at least 15 individuals and pooled for oil extraction.']","[[Pernambuco, Brazil], [30′02.3′′ S, Pernambuco, Brazil, Caatinga], []]","[['GPE', 'GPE'], ['ORG', 'GPE', 'GPE', 'GPE'], []]","[[150, 162], [103, 133, 145, 158], []]","[[160, 168], [114, 143, 151, 166], []]","[['collected in'], ['collected in'], ['collected from']]"
C:\Users\shweata\dictionary\ethics_statement_project\oil186\PMC5590065\sections\1_body\1_2__materials_and_methods\1_2_1__plant_sample\1_p.xml,"The leaf, stem, seed, rhizome, and pod of   A. danielli  were collected from mature plants cultivated in Uyo Local Government Area of Akwa Ibom State, Nigeria, in the month of March, 2016. The sample was identified by a taxonomist in the Department of Botany and Ecological Studies, University of Uyo, where the voucher specimen was deposited. The essential oils were obtained by hydro-distillation (4 h) of the fresh plant parts using a Clevenger-type apparatus (Garg Process Glass, India Pvt. Ltd., Mumbai, India) in accordance with the British Pharmacopoeia [  17 ]. The oils were dried over sodium sulfate (Sigma-Aldrich, St. Louis, MO, USA) and stored in refrigeration (4 °C) after the estimation of percentage yield.",['collected from'],1,"['The leaf, stem, seed, rhizome, and pod of   A. danielli  were collected from mature plants cultivated in Uyo Local Government Area of Akwa Ibom State, Nigeria, in the month of March, 2016.']","[[Uyo Local Government Area, Nigeria]]","[['ORG', 'GPE']]","[[105, 151]]","[[130, 158]]",[['collected from']]
