,parsed,has_terms,weight,sentences,entities,labels,position_start,position_end,sentence_has_terms
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5330108\sections\1_body\4_conclusion\2_financial_support_and_spo\0_title.xml,Financial support and sponsorship,['Financial support'],1,['Financial support and sponsorship'],[[]],[[]],[[]],[[]],[['Financial support']]
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5344628\sections\2_back\0_ack.xml," Acknowledgments  The research leading to these results was funded by the Romanian EEA Research Programme operated by MEN under the EEA Financial Mechanism 2009–2014, project contract No. 1SEE/2014. We also thank the Norwegian Research council for its financial support, and Bioing. A. Diaconu for the DLS measurements. ","['Acknowledgments', 'also thank', 'financial support']",3,"['Acknowledgments', 'We also thank the Norwegian Research council for its financial support, and Bioing.']","[[], [the Norwegian Research]]","[[], ['ORG']]","[[], [14]]","[[], [36]]","[['Acknowledgments'], ['also thank', 'financial support']]"
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5364420\sections\2_back\0_ack.xml," This work was financially supported by a project of the Natural Science Foundation of Shanxi Province, China (project no. 201601D011070). ",['financially supported'],1,"['This work was financially supported by a project of the Natural Science Foundation of Shanxi Province, China (project no. 201601D011070).']","[[the Natural Science Foundation of Shanxi Province, China]]","[['ORG', 'GPE']]","[[52, 103]]","[[101, 108]]",[['financially supported']]
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5393100\sections\1_body\4_conclusion\2_financial_support_and_spo\0_title.xml,Financial support and sponsorship,['Financial support'],1,['Financial support and sponsorship'],[[]],[[]],[[]],[[]],[['Financial support']]
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5411863\sections\2_back\0_ack.xml," Acknowledgements  The authors would like to thank to Dr. Hasan ÖZÇELİK from Süleyman Demirel University Biology Department for identifying the plants. This work is funded by TUBİTAK (Turkey Bilimsel ve Teknolojik Araştırma Kurumu, grant number: 113O284). ",['authors would like'],1,['The authors would like to thank to Dr. Hasan ÖZÇELİK from Süleyman Demirel University Biology Department for identifying the plants.'],[[Süleyman Demirel University Biology Department]],[['ORG']],[[58]],[[104]],[['authors would like']]
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5412227\sections\2_back\0_ack.xml," Acknowledgements  We are grateful to the Borujerd Branch, Islamic Azad University for financial support for this work. Mrs. Rashidipour is acknowledged for her kind cooperation. ","['grateful', 'financial support', 'cooperation']",3,"['We are grateful to the Borujerd Branch, Islamic Azad University for financial support for this work.', 'Mrs. Rashidipour is acknowledged for her kind cooperation.']","[[Islamic Azad University], []]","[['ORG'], []]","[[40], []]","[[63], []]","[['grateful', 'financial support'], ['cooperation']]"
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5426739\sections\1_body\4_acknowledgments\0_title.xml,Acknowledgments,['Acknowledgments'],1,['Acknowledgments'],[[]],[[]],[[]],[[]],[['Acknowledgments']]
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5426739\sections\1_body\4_acknowledgments\1_p.xml, This research was financially supported by Tabriz University of Medical Sciences.,['financially supported'],1,['This research was financially supported by Tabriz University of Medical Sciences.'],[[Tabriz University of Medical Sciences]],[['ORG']],[[43]],[[80]],[['financially supported']]
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5448358\sections\2_back\0_ack.xml, Acknowledgments  We express our greatest appreciation to the French cooperation at Congo and to Marien Ngouabi University of Brazzaville (Congo) for financial support. ,"['Acknowledgments', 'cooperation', 'financial support']",3,"['Acknowledgments', 'We express our greatest appreciation to the French cooperation at Congo and to Marien Ngouabi University of Brazzaville (Congo) for financial support.']","[[], [Congo, Marien Ngouabi University of Brazzaville, Congo]]","[[], ['GPE', 'ORG', 'GPE']]","[[], [66, 79, 121]]","[[], [71, 119, 126]]","[['Acknowledgments'], ['cooperation', 'financial support']]"
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5454990\sections\2_back\0_ack.xml, Acknowledgments  The authors are grateful to CNPq-Programa “Ciências sem fronteiras” (Grant No. 233761/2014-4) for financial support. ,"['Acknowledgments', 'grateful', 'financial support']",3,"['Acknowledgments', 'The authors are grateful to CNPq-Programa “Ciências sem fronteiras” (Grant No. 233761/2014-4) for financial support.']","[[], []]","[[], []]","[[], []]","[[], []]","[['Acknowledgments'], ['grateful', 'financial support']]"
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5485486\sections\2_back\0_ack.xml," Acknowledgments  The authors would like to thank the National Centre for Scientific and Technical Research staff in Rabat, Morocco, for their support and analysis of the samples using GC-MS. They would like also to express their gratitude to the members of the Laboratory of Bioprocess and Biointerfaces directed by Professor Hassan Latrache of the Faculty of Science and Technology of Beni Mellal, Morocco, for their donation of bacterial strains. ","['Acknowledgments', 'authors would like']",2,"['Acknowledgments', 'The authors would like to thank the National Centre for Scientific and Technical Research staff in Rabat, Morocco, for their support and analysis of the samples using GC-MS.']","[[], [the National Centre for Scientific and Technical Research, Rabat, Morocco]]","[[], ['ORG', 'GPE', 'GPE']]","[[], [32, 99, 106]]","[[], [89, 104, 113]]","[['Acknowledgments'], ['authors would like']]"
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5486035\sections\2_back\0_ack.xml, Acknowledgments  The authors’ research funds covered the cost of the study and open access fee. ,"['Acknowledgments', 'funds']",2,"['Acknowledgments', 'The authors’ research funds covered the cost of the study and open access fee.']","[[], []]","[[], []]","[[], []]","[[], []]","[['Acknowledgments'], ['funds']]"
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5497343\sections\2_back\0_ack.xml, Acknowledgements  We would like to acknowledge South Africa National Research Foundation (NRF) for Funding this research and the University of Fort Hare for providing conducive environment.   Funding  The author’s are grateful to National Research Foundation for financing the project.    Availability of data and materials  All data were provided in the paper.  ,"['acknowledge', 'for providing', 'grateful']",3,"['We would like to acknowledge South Africa National Research Foundation (NRF) for Funding this research and the University of Fort Hare for providing conducive environment.', 'The author’s are grateful to National Research Foundation for financing the project.']","[[South Africa National Research Foundation, NRF, the University of Fort Hare], [National Research Foundation]]","[['ORG', 'ORG', 'ORG'], ['ORG']]","[[29, 72, 107], [29]]","[[70, 75, 134], [57]]","[['acknowledge', 'for providing'], ['grateful']]"
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5507808\sections\2_back\0_ack.xml, Acknowledgements  The authors are grateful to the Food Engineering Technology Department of Polytechnic School of Abomey- Calavi University (UAC) for their financial support. They also like to thank Ariane AGOSSOU for her technical assistance. ,"['grateful', 'financial support', 'technical assistance']",3,"['The authors are grateful to the Food Engineering Technology Department of Polytechnic School of Abomey- Calavi University (UAC) for their financial support.', 'They also like to thank Ariane AGOSSOU for her technical assistance.']","[[the Food Engineering Technology Department of Polytechnic School of Abomey- Calavi University, UAC], []]","[['ORG', 'ORG'], []]","[[28, 123], []]","[[121, 126], []]","[['grateful', 'financial support'], ['technical assistance']]"
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5524814\sections\2_back\0_ack.xml, The authors are grateful to the help of Fundación Maria Francisca de Roviralta for the acquisition of laboratory equipment. ,['grateful'],1,['The authors are grateful to the help of Fundación Maria Francisca de Roviralta for the acquisition of laboratory equipment.'],[[]],[[]],[[]],[[]],[['grateful']]
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5524814\sections\2_back\1_fn-group.xml,"   Funding.  This work had the financial support through the     Borsa d'Estudi Països Catalans  of the Institute for Catalan Studies to VM, and the financial support from an ERASMUS Internship (FsTRASBO48) to EH.    ","['financial support', 'financial support']",2,"[""This work had the financial support through the     Borsa d'Estudi Països Catalans  of the Institute for Catalan Studies to VM, and the financial support from an ERASMUS Internship (FsTRASBO48) to EH.""]","[[the Institute for Catalan Studies, an ERASMUS Internship]]","[['ORG', 'ORG']]","[[87, 159]]","[[120, 180]]","[['financial support', 'financial support']]"
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5527698\sections\1_body\3_discussion\10_financial_support_and_spo\0_title.xml,Financial support and sponsorship,['Financial support'],1,['Financial support and sponsorship'],[[]],[[]],[[]],[[]],[['Financial support']]
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5535876\sections\1_body\10_special_session_“benefits\5_functional_composition_an\2_p.xml,"The aim of this study was to determine the functional composition and biological activities of some date fruit varieties that are unknown to the general public, but highly appreciated by the local populations of oases these varieties are locally known as   Boufgous, Bouskri, Bousrdon, Bousthammi, Jihl  and   Majhoul . Sucrose was the main sugar in   Bouskri  unlike other varieties which contain fructose and glucose in high amount.   Bouskri  contains the highest amount of pyridoxine and   Majhoul  possesses the highest amount niacin and riboflavin. Among analyzed cultivars,   Bousthammi  contains the highest amount of magnesium and manganese and has iron seven times more than   Jihl  cultivars, which contains a high amount of calcium and copper. The highest amount of zinc was found in   Najda  while the highest amount of potassium was detected in   Bouskri . Significant difference in antioxidant activity was observed between analyzed varieties. The highest antioxidant activity was observed in both   Bousrdoun  and   Jihl  which contained the highest amount of phenolic and flavonoids content. Gallic, Ferulic, Caffeic acids and Rutin were the most dominant among analysed polyphenolic compounds and the highest amount of these compounds were observed in   Jihl  and   Bousrdoun.  Regarding the anti-inflammatory activity and based on the results of three in vitro assays and two in vivo assays,   Bousrdoun  and   Jihl  exhibited the highest anti-inflammatory effect. Moderate antibacterial activity was observed in all studied varieties except Bouskri and Majhoul which didn’t show no antibacterial effect against the six bacterial strains.   Bousrdon  and   Jihl  were found to be more potent against these bacterial strains. These differences in chemical composition and biological activity suggest that date fruit is an extensive domain hence the size should not be the only character that should be used to choose the variety but also its composition and their biological activities. ",['appreciated'],1,"['The aim of this study was to determine the functional composition and biological activities of some date fruit varieties that are unknown to the general public, but highly appreciated by the local populations of oases these varieties are locally known as']",[[]],[[]],[[]],[[]],[['appreciated']]
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5543433\sections\1_body\2_results_and_discussion\2_antioxidant_activities\1_p.xml,"Plants with radical scavenging property and antioxidant capacity are useful for medicinal applications and as food additive. So, in the present study, the antioxidant capacity of   Cl EO was evaluated using DPPH radical scavenging method by comparing with the activity of the Ascorbic acid as a known antioxidant. The DPPH test aims at measuring the capacity of the essential oil to scavenge the stable free radical DPPH  .  by donation of hydrogen atom or an electron [  23 ]. If the extracts have the capacity to scavenge the DPPH free radical, the initial blue/purple solution will change to a yellow colour due to the formation of diphenylpicrylhydrazine. The effect of the different   Cl EO on DPPH radical scavenging was compared to those of ascorbic acid, used as positive control, and appreciated by the determination of the IC  50  values. As shown in Fig.   1 , DPPH test revealed that the free radical-scavenging activity was a dose dependent manner. From the analysis of Fig.   1 , we can conclude that the radical-scavenging activity of the   Cl EO and positive controls ascorbic acid increased with increasing concentration (  P  <0.05). The current study demonstrated that   Cl EO exhibited a strong radical scavenging activity as compared to the standard ascorbic acid. ",['appreciated'],1,"['The effect of the different   Cl EO on DPPH radical scavenging was compared to those of ascorbic acid, used as positive control, and appreciated by the determination of the IC  50  values.']",[[]],[[]],[[]],[[]],[['appreciated']]
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5551175\sections\2_back\0_ack.xml," Acknowledgments  The authors would like to thank the University of Camerino (FAR 2014/15, Fondo di Ateneo per la Ricerca, FPI000044) for financial support. Gustavo Daniel Campagnaro received a scholarship from Science without Borders (206385/2014-5, CNPq, Brazil). ","['Acknowledgments', 'authors would like', 'financial support']",3,"['Acknowledgments', 'The authors would like to thank the University of Camerino (FAR 2014/15, Fondo di Ateneo per la Ricerca, FPI000044) for financial support.']","[[], [the University of Camerino, Fondo, la Ricerca]]","[[], ['ORG', 'ORG', 'ORG']]","[[], [32, 73, 93]]","[[], [58, 78, 103]]","[['Acknowledgments'], ['authors would like', 'financial support']]"
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5568258\sections\2_back\1_ack.xml," This work was supported by grants from FAPERN (Fundação de Apoio à Pesquisa do RN), CNPQ (Conselho Nacional de Pesquisa), CAPES (Coordenação de Aperfeiçoamento de Pessoal de Nível Superior), UFRN (Federal University of Rio Grande do Norte) and by Paulo Roberto Medeiros de Azevedo, who performed the statistical analysis in this study.   Funding  FAPERN (Fundação de Apoio à Pesquisa do RN) provided funding for the study design and CAPES (Coordenação de Aperfeiçoamento de Pessoal de Nível Superior) funded the work during its development.    Availability of data and materials  All the details of data and materials of this study are included in the manuscript.  ",['provided funding'],1,['Funding  FAPERN (Fundação de Apoio à Pesquisa do RN) provided funding for the study design and CAPES (Coordenação de Aperfeiçoamento de Pessoal de Nível Superior) funded the work during its development.'],"[[RN, Coordenação de Aperfeiçoamento de Pessoal de Nível Superior]]","[['ORG', 'ORG']]","[[49, 102]]","[[51, 161]]",[['provided funding']]
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5569441\sections\2_back\0_ack.xml," Acknowledgment  We are grateful for the financial support of Vice-chancellor for Research and Technology, Sabzevar University of Medical Sciences, Sabzever, Iran. ","['grateful', 'financial support']",2,"['We are grateful for the financial support of Vice-chancellor for Research and Technology, Sabzevar University of Medical Sciences, Sabzever, Iran.']","[[Research and Technology, Sabzevar University of Medical Sciences, Iran]]","[['ORG', 'ORG', 'GPE']]","[[65, 90, 141]]","[[88, 129, 145]]","[['grateful', 'financial support']]"
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5575638\sections\2_back\0_ack.xml, Acknowledgments  The authors are grateful Puri Castillo for providing samples of    Allium sativum  from Spain.  ,"['Acknowledgments', 'grateful', 'for providing']",3,"['Acknowledgments', 'The authors are grateful Puri Castillo for providing samples of    Allium sativum  from Spain.']","[[], [Puri Castillo, Spain]]","[[], ['ORG', 'GPE']]","[[], [25, 88]]","[[], [38, 93]]","[['Acknowledgments'], ['grateful', 'for providing']]"
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5585972\sections\2_back\0_ack.xml, Acknowledgements  Authors wish to thank everyone involved in the accomplishment of this study. Authors are thankful to the staff members of National Institute of Medical Research (NIMR) Insectary for their assistance. Thanks to Mr. Joseph Malulu for his assistance in operating GC-MS for chemical analysis of essential oils. Authors sincerely thank the Higher Education Students’ Loans Board for financing AT studies at CUHAS.   Funding  This study was supported by the Higher Education Students’ Loans Board granted to AT.    Availability of data and materials  The data supporting the conclusions of this article are included within the article. The raw data used in the present study are available from the corresponding author on request (kwekae@tpri.or.tz).  ,['Authors sincerely thank'],1,['Authors sincerely thank the Higher Education Students’ Loans Board for financing AT studies at CUHAS.'],"[[the Higher Education Students, Loans Board, CUHAS]]","[['ORG', 'ORG', 'ORG']]","[[24, 55, 95]]","[[53, 66, 100]]",[['Authors sincerely thank']]
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5590060\sections\2_back\0_ack.xml," Acknowledgments  The GC-MS analysis was facilitated by funding through the ICCBS-TWAS Post-doctoral Fellowship awarded to Emmanuel Essien and utilized at the H.E.J Research Institute of Chemistry, International Centre for Chemical and Biological Sciences (ICCBS), University of Karachi, Karachi, Pakistan. ","['Acknowledgments', 'Fellowship']",2,"['Acknowledgments', 'The GC-MS analysis was facilitated by funding through the ICCBS-TWAS Post-doctoral Fellowship awarded to Emmanuel Essien and utilized at the H.E.J Research Institute of Chemistry, International Centre for Chemical and Biological Sciences (ICCBS), University of Karachi, Karachi, Pakistan.']","[[], [Fellowship, the H.E.J Research Institute of Chemistry, International Centre for Chemical and Biological Sciences, ICCBS, University of Karachi, Karachi, Pakistan]]","[[], ['ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'GPE', 'GPE']]","[[], [83, 137, 180, 239, 247, 270, 279]]","[[], [93, 178, 237, 244, 268, 277, 287]]","[['Acknowledgments'], ['Fellowship']]"
C:\Users\shweata\docanalysis\ethics_statement\../oil186\PMC5590062\sections\2_back\0_ack.xml, Acknowledgments  The authors wish to thank FAPESP (Fundação de Amparo à Pesquisa do Estado de São Paulo) for financial support and CAPES (Coordenação de Aperfeiçoamento de Pessoal de Nível Superior) for scholarship. ,"['Acknowledgments', 'financial support']",2,"['Acknowledgments', 'The authors wish to thank FAPESP (Fundação de Amparo à Pesquisa do Estado de São Paulo) for financial support and CAPES (Coordenação de Aperfeiçoamento de Pessoal de Nível Superior) for scholarship.']","[[], []]","[[], []]","[[], []]","[[], []]","[['Acknowledgments'], ['financial support']]"
